id,username,description,location,created_at,public_metrics,verified,country,region,city
1495783927662841856,Ronald34151100,"Make America great
 Family of veterans from World War I to Vietnam We bled red white and blue",Tucson Arizona,2022-02-21 15:35:39+00:00,"{'followers_count': 3689, 'following_count': 5000, 'tweet_count': 2185, 'listed_count': 0}",False,United States,Arizona,Tucson
815505489119379457,Sportsgriduk,"All about sports.
#sportsgridUK

Fast moving sports news
#takeacloserlookatsports","London, England",2017-01-01 10:30:34+00:00,"{'followers_count': 782, 'following_count': 4991, 'tweet_count': 285617, 'listed_count': 2}",False,United Kingdom,England,London
846166134,Conlon98Jack,Broadcast Assistant/Producer @BBCWYS @BBCLeeds | Biography Researcher @Gracenotetweets @GracenoteGold | Studied @uniofglos,Leeds,2012-09-25 20:21:50+00:00,"{'followers_count': 623, 'following_count': 1311, 'tweet_count': 2112, 'listed_count': 1}",False,United Kingdom,Leeds,Leeds
710301458609078274,deploycatattack,Hello darkness my old friend. I've come to talk with you again. Because a vision softly creeping. Left the seeds while I was sleeping. ~ Paul Simon🌿,3rd Rock from the Sun,2016-03-17 03:07:19+00:00,"{'followers_count': 1468, 'following_count': 3650, 'tweet_count': 215987, 'listed_count': 0}",False,,,0
15816918,MemphisZoo,"Creating Adventures. Saving Wildlife.
AZA Accredited","Memphis, TN",2008-08-12 01:37:15+00:00,"{'followers_count': 90547, 'following_count': 434, 'tweet_count': 9228, 'listed_count': 732}",True,United States,Tennessee,Memphis
1217588629775638528,JaketheKnotty,"The NSFW and 18+ page for a certain nerdy Fox.
Male/Gay/Single/24/Furry/Built like a Chubby Bear/Service Top (probably)/Nintendo Gamer/Casual Yu-Gi-Oh Duelist/","Portland, OR",2020-01-15 23:25:48+00:00,"{'followers_count': 830, 'following_count': 4445, 'tweet_count': 25118, 'listed_count': 2}",False,Jamaica,Portland,Portland
843875142,ELPASO_ISD,"El Paso ISD is the pioneer of public education in the El Paso community. The District is home to 50,000 students and 8,000 employees. #ItStartsWithUs","El Paso, Texas",2012-09-24 16:29:11+00:00,"{'followers_count': 12699, 'following_count': 1637, 'tweet_count': 18407, 'listed_count': 112}",True,United States,Texas,El Paso
202110802,Mvtvri,Live And Let Live || Curate your space,Alkebulan,2010-10-13 09:48:29+00:00,"{'followers_count': 1543, 'following_count': 1033, 'tweet_count': 57330, 'listed_count': 15}",False,,,0
1006910377060438016,paradise_carl,"Musician / producer
indie & Americana music
new music ⬇️

#FBR #resist

Masto:
https://t.co/jWAH9Y1oFM…

I never travel far without a little Big Star","San Diego, CA",2018-06-13 14:45:16+00:00,"{'followers_count': 1971, 'following_count': 2185, 'tweet_count': 85906, 'listed_count': 1}",False,United States,California,San Diego
21469970,Naisenya,Fascinated by 🕳 | Food Enthusiast | Founder @NaisenyaFoods | RTs Are Not Endorsements,Nairobi,2009-02-21 07:36:17+00:00,"{'followers_count': 4532, 'following_count': 4973, 'tweet_count': 81354, 'listed_count': 92}",False,Kenya,Nairobi Province,Nairobi
