id,username,description,location,created_at,public_metrics,verified,country,region,city
993560126,AlexIngles88,Electrician / Sports Journalism Graduate - University of Huddersfield,"England, United Kingdom",2012-12-06 18:10:34+00:00,"{'followers_count': 140, 'following_count': 272, 'tweet_count': 1436, 'listed_count': 5}",False,United Kingdom,England,England
19175528,chokeules,laugh daddy. swamp thing. backburner. toolshed.,"Toronto, Ontario",2009-01-19 06:48:40+00:00,"{'followers_count': 1116, 'following_count': 375, 'tweet_count': 8911, 'listed_count': 38}",False,Canada,Ontario,Toronto
993722280,JamieGilo,🎶 Wish I had lipstick on my shirt instead of piss stains on my shoes 🎶,15 Credibility Street ✌️,2012-12-06 20:03:21+00:00,"{'followers_count': 854, 'following_count': 1388, 'tweet_count': 22250, 'listed_count': 36}",False,United States,Maryland,Street
19175629,kalanyy,"unemployed statistician, fanperson, knitter. #SJSharks fan. More cats than sense. @kalany@mastodon.art","Bay Area, CA",2009-01-19 06:53:51+00:00,"{'followers_count': 323, 'following_count': 309, 'tweet_count': 69704, 'listed_count': 11}",False,United States,Arkansas,Bay
1489317910149353473,CaryMDavis,An environment caring human. As I’ve grown older I’ve learned that greed won’t stop until the ability for life on earth to be sustainable is wiped away.,"Murrieta, CA",2022-02-03 19:20:48+00:00,"{'followers_count': 5, 'following_count': 12, 'tweet_count': 1029, 'listed_count': 0}",False,United States,California,Murrieta
1489281033480593408,RonaldF17244576,"sold business , living the good life , love the outdoors",Wyoming/Michigan/Upper Peninsu,2022-02-03 16:54:16+00:00,"{'followers_count': 306, 'following_count': 733, 'tweet_count': 7138, 'listed_count': 2}",False,,,0
617957237,k1a1zzz,"GMlog に neo_tama氏 開発の GeigerNT675を接続したガイガーボットです。
latitude=35.5807952，longitude=139.6396496，altitude=13m， 
屋内1F，定点観測。 
https://t.co/1BuI4hZNTL","Kawasaki-city, Kanagawa JAPAN",2012-06-25 09:51:36+00:00,"{'followers_count': 1248, 'following_count': 153, 'tweet_count': 1371312, 'listed_count': 1}",False,Japan,Kanagawa,Kawasaki
617958656,nickklangat,Veni Vidi Vici #MPH #OneHealth #Vet,"Nairobi, Kenya",2012-06-25 09:53:44+00:00,"{'followers_count': 490, 'following_count': 1159, 'tweet_count': 1231, 'listed_count': 2}",False,Kenya,Nairobi Province,Nairobi
1489301697377746958,Mariana_mari77,"It’s all fun & games until someone breaks a nail🤪💅🌈
#NailArtist
stressed blessed and coffee obsessed ☕
 #LEONICORNSWAP","Bragadiru, România",2022-02-03 18:16:24+00:00,"{'followers_count': 77, 'following_count': 3939, 'tweet_count': 17329, 'listed_count': 0}",False,Romania,Ilfov,Bragadiru
19175718,corneil,"OSS Engineer @SpringCloud at @VMwareTanzu, speaker (only diverse panels), organizer @JoziJUG, scientific skeptic, BLM. 🇺🇦 Opinions are my own. #nocrypto","Sandton, South Africa",2009-01-19 06:58:36+00:00,"{'followers_count': 2011, 'following_count': 2947, 'tweet_count': 42293, 'listed_count': 54}",False,South Africa,Gauteng,Sandton
993931969,_harrmannx,I miss @BTS_twt 🐹🌙💜,Sydney ,2012-12-06 22:12:42+00:00,"{'followers_count': 284, 'following_count': 255, 'tweet_count': 65876, 'listed_count': 5}",False,Australia,New South Wales,Sydney
