id,username,description,location,created_at,public_metrics,verified,country,region,city
337010164,310Elocin,J❣️• 🇪🇬🇲🇽,LA,2011-07-17 08:56:05+00:00,"{'followers_count': 109, 'following_count': 161, 'tweet_count': 52991, 'listed_count': 2}",False,,,0
394099138,lcm5997us,positive thinking positive results and other intresting informative facts and retweets from other people .once the flow shifts it's hard to get it back.,"Glendora, CA",2011-10-19 15:31:23+00:00,"{'followers_count': 540, 'following_count': 397, 'tweet_count': 82306, 'listed_count': 38}",False,United States,California,Glendora
394087611,angie_rasmussen,Virologist. PI @VIDOInterVac. Adj Prof @USask BMI. Aff @georgetown_ghss. P2 @covarr_net. Jeopardy! loser. 🇺🇸in🇨🇦. she/her,Rent free in my enemies' heads,2011-10-19 15:10:56+00:00,"{'followers_count': 421252, 'following_count': 7919, 'tweet_count': 26025, 'listed_count': 4533}",True,,,0
2747727177,KissMeMpho,“It’s been a long time coming” is the first thing I heard. There’s an offer you’ve been waiting on— could’ve just been manifesting it in general,Midrand,2014-08-20 11:04:00+00:00,"{'followers_count': 1790, 'following_count': 3973, 'tweet_count': 9296, 'listed_count': 0}",False,South Africa,Gauteng,Midrand
1172507256,goterps78,"Conservative with a strong belief in the value of our constitution. Engineer, former submariner, retired from electric power industry","Clermont, FL",2013-02-12 16:53:47+00:00,"{'followers_count': 4870, 'following_count': 5336, 'tweet_count': 34465, 'listed_count': 0}",False,United States,Florida,Clermont
1172453150,lucyajmmoore,"PhD @UofYArchaeology, projects @LeedsMuseums, crew @fair_jobs, NWE Grants @wikimedia, trustee @leedscivictrust 

my views, obvs",Leeds,2013-02-12 16:25:43+00:00,"{'followers_count': 5697, 'following_count': 5529, 'tweet_count': 44343, 'listed_count': 158}",False,United Kingdom,Leeds,Leeds
344315338,pressingtheissu,"Hey everyone, I'm a recovering drug addict that wants to educate as many people as possible about drug addiction and how to better understand it.",Pittsburgh,2011-07-28 21:41:12+00:00,"{'followers_count': 97, 'following_count': 391, 'tweet_count': 1635, 'listed_count': 0}",False,United States,Pennsylvania,Pittsburgh
1733154127,beecycles,"Climate reporter @azcentral 🌵 • Adjunct @UFJSchool • PhD @UFSNRE • Past lives: 🐝 scientist, 🚲 racer • Past words: @DiscoverMag, @ProPublica, @NOLAnews, more","Phoenix, AZ",2013-09-05 21:19:12+00:00,"{'followers_count': 5644, 'following_count': 2111, 'tweet_count': 7774, 'listed_count': 138}",True,United States,Arizona,Phoenix
1687098708,amambonu,university graduate that prioritizes reality tv and anime over her future,quarantine,2013-08-21 01:32:33+00:00,"{'followers_count': 811, 'following_count': 588, 'tweet_count': 127232, 'listed_count': 5}",False,,,0
2747103027,igorb4662,"Alabama 2020 National Champions 
#ROLLTIDE !! 
#BuiltByBama 
#RespectTheProcess",NC.  ♥ in Tuscaloosa,2014-08-19 06:44:02+00:00,"{'followers_count': 977, 'following_count': 3925, 'tweet_count': 65343, 'listed_count': 45}",False,United States,Alabama,Tuscaloosa
337141425,BandaoUmar,Papa Ayo's granddaughter on a self-discovery journey.💞 @This_b_t_m podcast.,up in the clouds,2011-07-17 14:39:01+00:00,"{'followers_count': 498, 'following_count': 837, 'tweet_count': 34681, 'listed_count': 0}",False,,,0
512649966,TheDesiTimes,"The company has interests in Publication, Broadcasting, Event Management, Advertising, Film Production and New Media.","Schaumburg, IL 60173",2012-03-03 01:28:56+00:00,"{'followers_count': 222, 'following_count': 44, 'tweet_count': 8169, 'listed_count': 5}",False,United States,Illinois,Schaumburg
2715441715,SuzanneJorgens1,"Artist and outdoor lover. LOVE my family, and of course my dogs! Live every day doing what makes you happy. Hope springs eternal.","Vancouver, British Columbia",2014-08-07 21:46:55+00:00,"{'followers_count': 656, 'following_count': 1060, 'tweet_count': 68349, 'listed_count': 16}",False,Canada,British Columbia,Vancouver
337130991,colwight,Professor Emeritus (International Relations); Guitar fanatic; NUFC Supporter. Views mine not my employer; I’m not employed. Not here to agree with everyone.,WhereverIAm,2011-07-17 14:16:04+00:00,"{'followers_count': 10760, 'following_count': 3733, 'tweet_count': 78471, 'listed_count': 111}",False,,,0
504106159,jmaverick320,Live to fly.,Mumbai,2012-02-26 06:43:27+00:00,"{'followers_count': 40, 'following_count': 104, 'tweet_count': 2301, 'listed_count': 2}",False,India,Maharashtra,Mumbai
3149337533,amandabell3344,wham 84 George Michael forever 🕶️🎤🎶🎼🤗😇🏴󠁧󠁢󠁳󠁣󠁴󠁿 Hibee 🇳🇬💚🇳🇬,Edinburgh,2015-04-08 20:57:31+00:00,"{'followers_count': 115, 'following_count': 437, 'tweet_count': 24962, 'listed_count': 1}",False,United Kingdom,Edinburgh,Edinburgh
1733129436,MarionIMcLean,"""Better to dwell in freedom’s hall,
With a cold damp floor and mouldering wall,
Than bow the head and bend the knee
In the proudest palace of slaverie""","Aberdeen, Scotland",2013-09-05 21:36:50+00:00,"{'followers_count': 1612, 'following_count': 2286, 'tweet_count': 84103, 'listed_count': 4}",False,Hong Kong,Southern,Aberdeen
3226793329,LaGa33e,Playing for the love of music! Dancing is contagious! https://t.co/po7hk4Bqcw,"Reno, NV",2015-05-26 03:39:34+00:00,"{'followers_count': 163, 'following_count': 306, 'tweet_count': 442, 'listed_count': 6}",False,United States,Nevada,Reno
337127886,MarnieRose2,"🚫DM'S without permission, NHL, IndyCar & F1 fan, history buff, animal lover, Reiki, Lightworker, #RESISTANCE, #LGBTQ supporter.","New Hampshire, USA",2011-07-17 14:09:03+00:00,"{'followers_count': 9038, 'following_count': 9486, 'tweet_count': 136023, 'listed_count': 8}",False,United States,New Hampshire,Usa
2715353151,KenKenph59,"old hippy, Remainer, but you probably guessed...loves science, truth and honest politicians but can't find many.","Wales, United Kingdom",2014-07-17 07:10:40+00:00,"{'followers_count': 17792, 'following_count': 19550, 'tweet_count': 97527, 'listed_count': 4}",False,United Kingdom,Wisconsin,Wales
2715341619,adamst99,Leeds - West Yorkshire - 23,Leeds,2014-07-17 06:50:54+00:00,"{'followers_count': 354, 'following_count': 479, 'tweet_count': 1308, 'listed_count': 3}",False,United Kingdom,Leeds,Leeds
1687598592,BearMagus,Rye | 34 | he/him | cinnamon bear | 18+ |💚 @Brauner02 @hickeybickeyboo 💚 | header by @cvictorrosso | pfp by @finnfoni,"Ontario, Canada",2013-08-21 06:58:43+00:00,"{'followers_count': 1002, 'following_count': 868, 'tweet_count': 20605, 'listed_count': 1}",False,Canada,Ontario,Ontario
2747295551,bulldogwelch,#GoDawgs | #FortheA | #LetsGoPens | #HereWeGo | #BleedGreen | #HereComesDuke | #HailSouthern | #USA,On The Come Up,2014-08-19 11:28:16+00:00,"{'followers_count': 212, 'following_count': 160, 'tweet_count': 5746, 'listed_count': 0}",False,,,0
589539732,EJConvey,Prod #DraftKings | Digital 🎥 🖼 ➡️ @audacy_boston | #crypto + #NFTs | @sappysealsnft 🦭#ARF | alt: @serarfalot,"Boston, MA",2012-05-24 22:01:23+00:00,"{'followers_count': 1727, 'following_count': 1033, 'tweet_count': 39322, 'listed_count': 13}",False,United Kingdom,Lincolnshire,Boston
2715306482,inthegroove01,"Ex Labour party member, socialist, retired,soulie and not bad for an old bastard. Never forgive, never forget, Tories Out. Keep The Faith","Wrecsam, The Repulic of Wales.",2014-08-07 20:35:43+00:00,"{'followers_count': 3429, 'following_count': 3884, 'tweet_count': 75741, 'listed_count': 6}",False,United States,Wisconsin,Wales
3227000963,bigturong,"A big binturong (bearcat). I love chatting, so feel free to hit me up! Name is ficion (like fih-sih-ahn or /fɪ.sɪˈɑn/) or marderbär. Icon by @Solosolosolomon",Chile,2015-05-01 21:25:03+00:00,"{'followers_count': 699, 'following_count': 4962, 'tweet_count': 24689, 'listed_count': 5}",False,Chile,,0
1173087650,vuhiitoa,"Constance | 23 | BLACK LIVES MATTER, FREE PALESTINE",they/them,2013-02-12 21:06:37+00:00,"{'followers_count': 533, 'following_count': 2380, 'tweet_count': 174533, 'listed_count': 24}",False,,,0
2715267695,wshawn527,"#Music lover. #Life appreciator😎👍
IG: shawn4ever77","Fresno, California, USA",2014-07-17 04:12:06+00:00,"{'followers_count': 1700, 'following_count': 4975, 'tweet_count': 52115, 'listed_count': 16}",False,United States,California,Fresno
589631934,Lauphiette,I love One Piece | Lonely sack of Chad shit,The Sunny,2012-05-25 00:39:28+00:00,"{'followers_count': 701, 'following_count': 211, 'tweet_count': 9297, 'listed_count': 4}",False,,,0
2714438320,itsonlymepc,"I don't play music, I make music.                   

Instantaneously. Spontaneously.                     

If I'm lucky.",Riding my Harley.,2014-07-16 13:46:44+00:00,"{'followers_count': 606, 'following_count': 341, 'tweet_count': 45539, 'listed_count': 73}",False,,,0
1687010623,saturn_bby,🪐 Owner of Saturn Skincare 🪐 all natural ingredients ✨,#BlackLivesMatter,2013-08-20 23:58:34+00:00,"{'followers_count': 545, 'following_count': 322, 'tweet_count': 45263, 'listed_count': 4}",False,,,0
1171474236,yohanthegiant,"Professional overthinker. Why get thinner when you can get more dinner?
Coffee should be black as Hell, strong as death, and sweet as love.","Kuwait-Stadt, Kuwait",2013-02-12 09:52:46+00:00,"{'followers_count': 642, 'following_count': 882, 'tweet_count': 13613, 'listed_count': 5}",False,Kuwait,,0
2714415537,praveenkalikeri,"(Inactive). Conscientious Citizen of India (Bharat), ಕನ್ನಡಿಗ, Runner 🏃‍♂️, Dr. Kalam fan; Math geek; https://t.co/wqNlSoCKnC.","Belagavi, Karnataka, India",2014-07-16 13:54:37+00:00,"{'followers_count': 846, 'following_count': 2767, 'tweet_count': 20058, 'listed_count': 5}",False,India,Karnataka,0
