id,username,description,location,created_at,public_metrics,verified,country,region,city
164450726,WFLASteveA,8 On Your Side Senior Investigative Reporter,"Tampa, Florida",2010-07-08 22:38:47+00:00,"{'followers_count': 2680, 'following_count': 169, 'tweet_count': 16915, 'listed_count': 96}",True,United States,Florida,Tampa
164435945,NickySilv,Ghostwriter | Speechwriter | LA Native,Los Angeles,2010-07-08 21:51:28+00:00,"{'followers_count': 2886, 'following_count': 774, 'tweet_count': 56267, 'listed_count': 62}",False,United States,California,Los Angeles
353776228,MrsNoBags,"Wife, Mama of 3, work in FinTech, Environmentalist, @BatonofHopeUK, love talking about Nature, D,E & I, Mental Health & Well-being + suicide prevention🇬🇧 🇳🇿","Kingston upon Thames, London",2011-08-12 16:29:52+00:00,"{'followers_count': 2364, 'following_count': 2929, 'tweet_count': 22665, 'listed_count': 66}",False,Jamaica,Kingston,London
890208083074457601,DrYogeshRPandya,"Dr Yogesh Pandya vice president Bjp panchmahal. Ex. Dr.cell convenor., Sangathan parva incharge 2019 panchlahal, chutni incharge sthanik swaraj panchmahal.",Kalol Panchmahal ,2017-07-26 13:52:01+00:00,"{'followers_count': 781, 'following_count': 1078, 'tweet_count': 25580, 'listed_count': 0}",False,India,State of Gujarat,Kalol
890207460266586112,wavybvby444,lesbian • divine feminine • 🇹🇭มีสันติภาพ • 𝔩𝔦𝔟𝔯𝔞 ✺ 𝔰𝔠𝔬𝔯𝔭𝔦𝔬 ☽ and ↑• artist in all forms • tattoo page in the link below,tx • fl • bkk,2017-07-26 13:49:32+00:00,"{'followers_count': 2915, 'following_count': 955, 'tweet_count': 24825, 'listed_count': 1}",False,,,0
890158791823687683,Mel_Jayne97,"Spa Therapist, Wine Lover, Disney Enthusiast","North West, England",2017-07-26 10:36:09+00:00,"{'followers_count': 13, 'following_count': 185, 'tweet_count': 157, 'listed_count': 0}",False,United Kingdom,England,England
3051917509,BIGBoolMongoose,"HakunA MatatA, liberal and conservative within my own ideology, stock market, politics and economy, somewhat capitalist. Your Majesty/ His Highness. Rajput.",Rajputana ,2015-03-01 05:21:32+00:00,"{'followers_count': 701, 'following_count': 217, 'tweet_count': 12796, 'listed_count': 2}",False,,,0
3051867433,SamuraiJapan929,SECRET MUSIC Represent ative Director and President Appointments are always available by clicking SamuraiJapan929 on Youtube & in the commentsection or Twitter.,青森 青森市,2015-03-01 04:34:12+00:00,"{'followers_count': 334, 'following_count': 46, 'tweet_count': 42013, 'listed_count': 33}",False,,,0
3051836841,Darth_Vexus,I Have Never Once Shut Up. Really Wants to Play D&D. Consistently Spouts Nonsense About Video Games. (he/him),Florida,2015-02-22 05:18:58+00:00,"{'followers_count': 109, 'following_count': 307, 'tweet_count': 21932, 'listed_count': 6}",False,United States,Florida,Florida
3051789482,Brycifer666,"He/They *BiPrideFlag*
@ brycifer666 on the picture app
ACAB",Earth 616,2015-03-01 03:44:46+00:00,"{'followers_count': 45, 'following_count': 440, 'tweet_count': 26146, 'listed_count': 2}",False,,,0
890158669534556160,AdityajWildlife,Wildlife biologist | Cartographer | Large Carnivore Ecologist | Wildlife-connectivity conservation | Field worker |•••,"Nagpur, India",2017-07-26 10:35:39+00:00,"{'followers_count': 1078, 'following_count': 373, 'tweet_count': 465, 'listed_count': 9}",False,India,Maharashtra,Nagpur
3051639186,connorgr8house,"he/him. black lives matter yesterday, today, tomorrow, forever. 🫡🏳️‍🌈","Kansas City, MO",2015-03-01 02:37:48+00:00,"{'followers_count': 534, 'following_count': 1769, 'tweet_count': 45708, 'listed_count': 0}",False,United States,Kansas,Kansas City
164524783,IHSKnightsBBall,Go Knights!,"Frisco, TX",2010-07-09 02:41:25+00:00,"{'followers_count': 779, 'following_count': 599, 'tweet_count': 1601, 'listed_count': 9}",False,United States,Texas,Frisco
890200927625465859,AngelPeregrina7,he/him 🌈,"Brooklyn, NY",2017-07-26 13:23:35+00:00,"{'followers_count': 251, 'following_count': 957, 'tweet_count': 11391, 'listed_count': 0}",False,United States,New York,Brooklyn
164520096,MaliMateo,🇩🇴 ✨777✨ 27  They/Them. Pan.,Earth ,2010-07-09 02:26:51+00:00,"{'followers_count': 307, 'following_count': 481, 'tweet_count': 70445, 'listed_count': 5}",False,,,0
890614676433891328,wakiliParit,"Scholar, Humanitarian, Lawyer, Farmer,
Rancher & Conservationist....e.t.c.
Email address:johnparit254@gmail.com
FB:Hon Parit
IG:maacowboy/johnparit","Nairobi, Kenya",2017-07-27 16:47:40+00:00,"{'followers_count': 119, 'following_count': 1159, 'tweet_count': 487, 'listed_count': 0}",False,Kenya,Nairobi Province,Nairobi
163915454,nendoras,"Illustrator from Ecuador | archived | John 15:13 | I wanna thrive, not just survive. #HopeWillWin",Ecuador,2010-07-07 15:54:31+00:00,"{'followers_count': 519, 'following_count': 104, 'tweet_count': 36311, 'listed_count': 9}",False,Ecuador,,0
