id,username,description,location,created_at,public_metrics,verified,country,region,city
861653760346644480,AvacadoGus,"Fiscal Conservative. Patriot. Patriots Unite, Back the Blue. I Block all BOTS. NO DM’s.  TRUMP 2024","Massachusetts, USA",2017-05-08 18:47:20+00:00,"{'followers_count': 3778, 'following_count': 4838, 'tweet_count': 30249, 'listed_count': 3}",False,United States,Massachusetts,Usa
776478529630318593,Badger_Jess,She/Her | Female | 25 | AUS 🇦🇺🌏 | 💕👫 20. 09. 2016 | Full-time Veterinary nurse |👩‍🎨 Hobby artist🖌,"Newcastle, New South Wales",2016-09-15 17:51:22+00:00,"{'followers_count': 194, 'following_count': 1166, 'tweet_count': 28016, 'listed_count': 22}",False,Australia,New South Wales,Newcastle
198924533,hechez_,Husband I Father I Advocate I Wildlife Conservationist I W♠️R,Nairobi - Kenya,2010-10-05 15:59:13+00:00,"{'followers_count': 252, 'following_count': 865, 'tweet_count': 1839, 'listed_count': 0}",False,Kenya,Nairobi Province,Nairobi
755851898737991681,my013News,Mpumalanga News| Politics| Lifestyle| Business| Opinion| /// A @MfisoMEDIA publication,"Mbombela, South Africa",2016-07-20 19:48:30+00:00,"{'followers_count': 3472, 'following_count': 2969, 'tweet_count': 2440, 'listed_count': 12}",False,South Africa,,0
182855853,RobinNAlaska,"Christian, Constitutional Conservative, wife, mother, grandmother, and great grandmother.  love this country","Alaska, USA",2010-08-25 15:25:53+00:00,"{'followers_count': 620, 'following_count': 1331, 'tweet_count': 36004, 'listed_count': 0}",False,United States,Alaska,Usa
250402748,CoyoteGulch,Publisher of Coyote Gulch. Water issues junkie.,"Denver, CO",2011-02-11 01:11:20+00:00,"{'followers_count': 2787, 'following_count': 544, 'tweet_count': 242247, 'listed_count': 238}",False,United States,Colorado,Denver
776541940963696640,Hanakookie1,cast iron maxi,"Luang Tai, Thailand",2016-09-15 22:03:21+00:00,"{'followers_count': 2165, 'following_count': 1560, 'tweet_count': 95829, 'listed_count': 35}",False,Thailand,,0
198958324,emeqapeterz,18+,Ju'Peter,2010-10-05 17:34:39+00:00,"{'followers_count': 1023, 'following_count': 656, 'tweet_count': 199991, 'listed_count': 29}",False,,,0
239994385,StacyWorth,"As Winston Churchill said, “Socialism is the philosophy of failure, the creed of ignorance, and the gospel of envy.” All American Christian conservative Woman","Indianapolis, IN",2011-01-18 22:43:50+00:00,"{'followers_count': 373, 'following_count': 1148, 'tweet_count': 9299, 'listed_count': 7}",False,United States,Indiana,Indianapolis
861808669536735232,Profgolicha2,Professor of physics * University admin * Occasional writer,Kenya,2017-05-09 05:02:53+00:00,"{'followers_count': 3694, 'following_count': 1542, 'tweet_count': 3143, 'listed_count': 5}",False,Kenya,,0
250495354,helmfulfes,Used to be an extrovert. She/her.,"Tangerang, Indonesia",2011-02-11 05:56:17+00:00,"{'followers_count': 938, 'following_count': 534, 'tweet_count': 85805, 'listed_count': 3}",False,Indonesia,,0
776614746447458304,_ShannonRivera,"Transdisciplinary Conservation Scientist |#IWT, Gender, Welfare, WildlifeCrime, & Bugs n stuff | @SCBOceania Board | Program Evaluation Officer w @USFWSIntl 🌍",Hawaiʻi | ♐︎ | she/her,2016-09-16 02:52:39+00:00,"{'followers_count': 635, 'following_count': 785, 'tweet_count': 971, 'listed_count': 14}",False,United States,Hawaii,0
861781622940729345,Debbie37422841,Conservative who loves to laugh at Democrats and Liberals. Trump/Pence 2020 #MAGA 2020 #💞Trump#🇺🇸🇺🇸🇺🇸🇺🇸,Somewhere in Texas,2017-05-09 03:15:24+00:00,"{'followers_count': 648, 'following_count': 1001, 'tweet_count': 4195, 'listed_count': 0}",False,United States,Texas,0
755790137426976768,ResidentialResQ,"We serve Connecticut, Putnam & Westchester Counties in New York and Hampden County, Massachusetts with foundation repair, waterproofing, egress windows & more.","Wolcott, CT",2016-07-20 15:43:05+00:00,"{'followers_count': 43, 'following_count': 43, 'tweet_count': 773, 'listed_count': 1}",False,United States,New York,Wolcott
182708720,GodivaInBlue,"Equal parts brilliance and bullshit.                                            

Avi is a detail from an original work by @jojipaints",Terra Incognita,2010-08-25 06:06:24+00:00,"{'followers_count': 1325, 'following_count': 1145, 'tweet_count': 68325, 'listed_count': 59}",False,,,0
776601737746485248,MajGablu,Life wasn't fair but goddamn. medico,"Guwahati, India",2016-09-16 02:00:57+00:00,"{'followers_count': 115, 'following_count': 283, 'tweet_count': 9730, 'listed_count': 1}",False,India,State of Assam,Guwahati
250468559,Blue58set,"Allow me to introduce myself, my name is Wile E. Coyote, Super Genius #Packers #Badgers #Whitesox #Blackhawks #Bulls #Metal #HardRock #Punk",Cheesehead Lost in Windy City,2011-02-11 04:24:03+00:00,"{'followers_count': 117, 'following_count': 361, 'tweet_count': 15733, 'listed_count': 3}",False,,,0
182714311,chubbyfarng,hey ! please remember that you’re worthy of this life. 🕊 lll climate justice now !,ordinary happiness,2010-08-25 06:31:38+00:00,"{'followers_count': 92439, 'following_count': 5051, 'tweet_count': 172962, 'listed_count': 58}",False,,,0
239997228,BoiseStateRugby,D1AA rugby club that competes in the Northwest Collegiate Rugby Conference.,"Boise, Idaho",2011-01-18 22:52:39+00:00,"{'followers_count': 942, 'following_count': 203, 'tweet_count': 807, 'listed_count': 11}",False,United States,Idaho,Boise
182752879,AllForActivity,Activity Alliance is a national charity and the leading voice for disabled people in sport and activity.,England,2010-08-25 09:24:49+00:00,"{'followers_count': 26780, 'following_count': 11663, 'tweet_count': 66065, 'listed_count': 402}",False,United Kingdom,England,England
6426402,WilliamScurry,"“I Don't Get It"" and ""Word Up Amsterdam,"" fucking asshole. AmericanCaesar Salad film essays at https://t.co/XOlXXWpVkP. @JBScotchonFilm1, @cardsmovie","Amsterdam, NL",2007-05-29 22:25:03+00:00,"{'followers_count': 3439, 'following_count': 4943, 'tweet_count': 86568, 'listed_count': 55}",False,United States,New York,Amsterdam
861177361202630656,GarryBarr4,Sports Football Rugby Horse Racing Boxing Premier League,"Maryport, England",2017-05-07 11:14:17+00:00,"{'followers_count': 117, 'following_count': 827, 'tweet_count': 341, 'listed_count': 0}",False,United Kingdom,England,England
863826804490063873,TripSister,"Maritime based nomad-team of bilingual freelancers, we document the unknown, record the unusual, and put it on our website with white cats. We have no cause.","Riverview, New Brunswick",2017-05-14 18:42:14+00:00,"{'followers_count': 24, 'following_count': 60, 'tweet_count': 3471, 'listed_count': 0}",False,Canada,New Brunswick,Riverview
860659201831428096,MyDrFixIt,"God. Family. Business.
Patriot.
Constitutionalist.
Conservative.
Truth.","California, USA",2017-05-06 00:55:18+00:00,"{'followers_count': 38, 'following_count': 85, 'tweet_count': 535, 'listed_count': 0}",False,United States,California,California
1586078658317492232,wranger5626,"American Patriot. GOD, Country (USA) I support The freedom and safety of Israel, The GOP, Pro-Life, Animal Rights, And The NRA.",TEXAS,2022-10-28 19:33:54+00:00,"{'followers_count': 1309, 'following_count': 4019, 'tweet_count': 12849, 'listed_count': 11}",False,United States,Texas,0
860629218454982656,KatFromAlaska,"❤️Jesus,💪2A,💖My Alaska Island home, “If God made anything better than 🐕🐶 he kept it for himself” FB:@RealJamesWoods, @catturd2, @Chadwick_Moore, Told/You/So","Alaska, With our dogs🐕🐕‍🦺🐶",2017-05-05 22:56:10+00:00,"{'followers_count': 1591, 'following_count': 1509, 'tweet_count': 15918, 'listed_count': 0}",False,United States,Alaska,0
776100368837140480,LifeBeginsAt20,Professional Video Editor | 5.2 Handicap Golfer | Warhammer 40k and MTG Enthusiast | My Pauper Cube: https://t.co/twMj1cKk7f,United Kingdom,2016-09-14 16:48:42+00:00,"{'followers_count': 1413, 'following_count': 122, 'tweet_count': 6661, 'listed_count': 10}",False,United Kingdom,,0
198654533,willdbrown314,what even is this? $wdb2022,United States,2010-10-04 22:14:37+00:00,"{'followers_count': 279, 'following_count': 804, 'tweet_count': 32813, 'listed_count': 35}",False,United States,,0
198634633,maryknews,"Writer/Author: #WolverinePS5, Gamer Girls, #MilesMoralesPS5, TWDG • Sr Writer @insomniacgames • Lecturer @IUMediaSchool • She/her, bicon🌈 • Rep @ericsmithrocks","Chicago, IL",2010-10-04 21:09:50+00:00,"{'followers_count': 22872, 'following_count': 6888, 'tweet_count': 22587, 'listed_count': 206}",True,United States,Illinois,Chicago
833828351177531393,yessicardila1,#AntiGlobalism,Vereinigte Staaten,2017-02-20 23:59:05+00:00,"{'followers_count': 904, 'following_count': 2095, 'tweet_count': 12859, 'listed_count': 4}",False,,,0
198583488,daanmerc,"Biologist 🌎 creador del nombre del grupo Cien-Sea 🦈 //
conservación  //
I&D, Galaxias, Star Wars, Rock y mas, https://t.co/OPUIwgSQfG",Hoth,2010-10-04 18:02:39+00:00,"{'followers_count': 340, 'following_count': 606, 'tweet_count': 29970, 'listed_count': 2}",False,,,0
250054102,Liyan55,Digital Strategist | #TeamArsenal,+254,2011-02-10 09:50:20+00:00,"{'followers_count': 1083, 'following_count': 1027, 'tweet_count': 43501, 'listed_count': 6}",False,,,0
756523160720277509,panda_y_akutsu,《パンダ木彫家》作品(絵も)・パンダ・愛猫・動物・アート・日常・環境 を Tweets & RT ♪ 『パンダ専門アカウントではありません』 但し パンダを動力として起動。写真の無断転載、無断使用は固くお断り致します。（●ェ●）ゞ 《インスタ》https://t.co/UrQjIjjooB ※禁止轉載,日本,2016-07-22 16:15:51+00:00,"{'followers_count': 1532, 'following_count': 132, 'tweet_count': 13481, 'listed_count': 15}",False,,,0
240358430,Abiluisfer,"Hope is never mere.
Not even when it is meager.",Guatemala City,2011-01-19 18:58:08+00:00,"{'followers_count': 315, 'following_count': 1284, 'tweet_count': 26774, 'listed_count': 0}",False,Guatemala,Departamento de Guatemala,Guatemala City
833792755860123653,entertainharry,Entertainment,"London, England",2017-02-20 21:37:38+00:00,"{'followers_count': 283, 'following_count': 1, 'tweet_count': 27026, 'listed_count': 3}",False,United Kingdom,England,London
183379922,L4Logic,"author, analyst, commentator, lawyer #KAG 🇺🇸🇺🇸 New to GETTR: Elle_1","Austin, TX, D.C., Midwest",2010-08-26 21:30:33+00:00,"{'followers_count': 3565, 'following_count': 4988, 'tweet_count': 73078, 'listed_count': 7}",False,United States,Texas,Austin
183404184,jazzyjazzx33,1.7.11 Badbitchburrito,"Los Angeles, CA",2010-08-26 22:45:14+00:00,"{'followers_count': 141, 'following_count': 71, 'tweet_count': 42830, 'listed_count': 1}",False,United States,California,Los Angeles
198695517,yobiswajitpat,धीर धृति शुष्म यजथ || RTs = RTs,On Mother Earth,2010-10-05 00:32:07+00:00,"{'followers_count': 227, 'following_count': 2100, 'tweet_count': 61542, 'listed_count': 5}",False,,,0
240353400,alamoautosupply,"The Accessory Leaders of the Southwest for your car and truck since 1949! Located at 5923 Gateway West, El Paso, TX. Call us at 915.781.1234","El Paso, TX",2011-01-19 18:44:06+00:00,"{'followers_count': 226, 'following_count': 199, 'tweet_count': 4652, 'listed_count': 1}",False,United States,Texas,El Paso
183405766,schmoron13,"Educator + Designer. creating doodles, making objects, and teaching future architects...every day","Lafayette, CA",2010-08-26 22:50:07+00:00,"{'followers_count': 176, 'following_count': 442, 'tweet_count': 2552, 'listed_count': 8}",False,United States,Colorado,Lafayette
250108071,Matt_Durell,andBeyond Phinda. Beat about the bush 🐾,"Johannesburg, South Africa",2011-02-10 12:50:42+00:00,"{'followers_count': 200, 'following_count': 760, 'tweet_count': 1018, 'listed_count': 6}",False,South Africa,Gauteng,Johannesburg
250108070,4orty6ix,"I taught Valentino Rossi how to hit a golf ball ⛳ , Tiger Woods to ride a 🏍️, Michael Jordan to play 🏀 Stevie Wonder how to drive 🚗",Australia ,2011-02-10 12:50:42+00:00,"{'followers_count': 3596, 'following_count': 4481, 'tweet_count': 90489, 'listed_count': 19}",False,Australia,,0
183441342,londonbcy,"spiderboy, king of thieves.",26 | she/her | ErasTourNashN3,2010-08-27 00:42:39+00:00,"{'followers_count': 12298, 'following_count': 825, 'tweet_count': 519169, 'listed_count': 345}",False,,,0
756475942260793348,mosaintiaurent,"UandIarelikemybuttcheecks,afteralltheshit,westillsticktogether","""I'm a black American, I am pr",2016-07-22 13:08:14+00:00,"{'followers_count': 829, 'following_count': 1604, 'tweet_count': 111709, 'listed_count': 20}",False,,,0
1587124430878244867,chris69287656,"61 years old, run antique shop, libertarian constitutional conservative. i don't send money or gifts cards out, to people i never met, so don't ask.",ohio,2022-10-31 16:49:16+00:00,"{'followers_count': 332, 'following_count': 414, 'tweet_count': 2255, 'listed_count': 7}",False,United States,Ohio,Ohio
250053339,diawawaaZ,everything to make myself happy. cooking gardening cat-ing 😘,Anywhere,2011-02-10 09:47:29+00:00,"{'followers_count': 249, 'following_count': 205, 'tweet_count': 45935, 'listed_count': 1}",False,,,0
756640781390245891,moolanghat,"Chasing the Rainbow.Translation/Transcreation/Writer. Jingles/Lyrics.Dubbing/Voice over.Model,Actor.","Navi Mumbai, India",2016-07-23 00:03:15+00:00,"{'followers_count': 1455, 'following_count': 2248, 'tweet_count': 92225, 'listed_count': 296}",False,India,Maharashtra,Mumbai
756404763927994368,ImageTraveltd,"Image Travel Limited is a Destination Management Company, with the  objective of promoting quality standards in Tourism,Travel and Safaris.","Pioneer House, Kenyatta Avenue",2016-07-22 08:25:23+00:00,"{'followers_count': 1497, 'following_count': 4576, 'tweet_count': 115, 'listed_count': 5}",False,United States,Tennessee,Pioneer
14072704,DJBawlzy,🌈 he/him & homosexual / Chaotic Neutral / Psychology student / saucy blend of sass & sarcasm / Competitive gamer /,"Colorado, USA",2008-03-03 14:30:56+00:00,"{'followers_count': 3782, 'following_count': 4609, 'tweet_count': 135291, 'listed_count': 184}",False,United States,Colorado,Usa
833942396295475200,oceanstep10,🌊❄️,maps,2017-02-21 07:32:15+00:00,"{'followers_count': 83, 'following_count': 178, 'tweet_count': 6017, 'listed_count': 0}",False,,,0
860448059293085696,d0m_nico,He/Him,"Milano, Lombardia",2017-05-05 10:56:18+00:00,"{'followers_count': 185, 'following_count': 360, 'tweet_count': 1643, 'listed_count': 0}",False,Italy,Provincia di Perugia,Milano
14073343,gydaarber,"Actor/Director/Writer specializing in transmedia (technology + theater) in NYC.
@gyda@mstdn.science","Brooklyn, NY",2008-03-03 16:53:36+00:00,"{'followers_count': 1276, 'following_count': 2062, 'tweet_count': 11904, 'listed_count': 46}",False,United States,New York,Brooklyn
776081197604614145,Silvia_Level,"Conservadora americana.🇱🇷
Totalmente con Vox en España. 
No a la pedofilia, al tráfico humano, al aborto, a la ideología de género y a la inmigración ilegal.","Arizona, USA",2016-09-14 15:32:31+00:00,"{'followers_count': 1050, 'following_count': 1266, 'tweet_count': 7930, 'listed_count': 1}",False,United States,Arizona,Usa
756684383604633601,masoodkashif98,🏒 🏀 🏈 ⚾️ ⚽️ 🏁 🎮 🎬 📺📚🎧,"Boonsboro, MD, USA ",2016-07-23 02:56:30+00:00,"{'followers_count': 357, 'following_count': 116, 'tweet_count': 15836, 'listed_count': 0}",False,United States,Maryland,Boonsboro
1586080262781378560,usmcp12,"Joey, have you ever been to a male Turkish prison camp?","Greensboro, NC",2022-10-28 19:39:57+00:00,"{'followers_count': 40, 'following_count': 120, 'tweet_count': 1430, 'listed_count': 0}",False,United States,North Carolina,Greensboro
14072510,AnUncivilPhD,She/They | Info Sci Prof  #Comics #Libraries #Education #Kids #Justice | '16 Eisner '20 Ringo & '22 Lynd Ward Jury | PhD | Queer | Anti-Racist,Somewhere in the Midwest,2008-03-03 13:38:10+00:00,"{'followers_count': 6677, 'following_count': 6550, 'tweet_count': 59955, 'listed_count': 232}",False,United States,Wyoming,Midwest
776069399325380608,SandraJeanLeon1,Retired from GSK,"Bristol, Tn.",2016-09-14 14:45:38+00:00,"{'followers_count': 176, 'following_count': 36, 'tweet_count': 22911, 'listed_count': 2}",False,United Kingdom,Bristol,Bristol
860392600284430336,WildSupport3,Wild Support aims to educate and promote the issues facing wildlife today. Many species large and small around the world are on the brink of extinction.,"Sydney, New South Wales",2017-05-05 07:15:56+00:00,"{'followers_count': 40, 'following_count': 14, 'tweet_count': 76, 'listed_count': 0}",False,Australia,New South Wales,Sydney
198531132,NockMurales,What has two thumbs and doesn't give a crap? Nock Murales  how you doin? #BSFC681,Usually located in McDonald's,2010-10-04 15:24:43+00:00,"{'followers_count': 232, 'following_count': 445, 'tweet_count': 7441, 'listed_count': 4}",False,United States,Pennsylvania,McDonald
776064900640731136,LovegoodLuna72,LGBTQ 🏳️‍🌈 @Prince @amywinehouse @freddie_mercury @david_garrett @Harry_Styles @ShaniaTwain @xtina @Pink @JohnMayer @robbiewilliams @GloriaEstefan @BrunoMars,Bayern 🥨🍻 Nepal 🇳🇵,2016-09-14 14:27:45+00:00,"{'followers_count': 1639, 'following_count': 744, 'tweet_count': 45263, 'listed_count': 6}",False,Nepal,,0
12580532,bsudailynews,@BallState's independent student newspaper since 1922. Member of Unified Media. Sports page: @DN_Sports,"Muncie, Ind.",2008-01-23 04:33:18+00:00,"{'followers_count': 12471, 'following_count': 1041, 'tweet_count': 26279, 'listed_count': 269}",True,United States,Indiana,Muncie
860369443225870337,mer_de_noms10,"I people watch, but only on twitter👀✊🏾  I also took this photo.",Cali,2017-05-05 05:43:54+00:00,"{'followers_count': 52, 'following_count': 558, 'tweet_count': 25087, 'listed_count': 0}",False,,,0
860451950881648640,Mekiadavid,forgiveness is everything,South Africa,2017-05-05 11:11:46+00:00,"{'followers_count': 4149, 'following_count': 4930, 'tweet_count': 20031, 'listed_count': 0}",False,South Africa,South,0
249988953,buttersugarsalt,brown cow makes chocolate milk.,your local garbage can,2011-02-10 05:23:04+00:00,"{'followers_count': 441, 'following_count': 1000, 'tweet_count': 70799, 'listed_count': 3}",False,,,0
