id,username,description,location,created_at,public_metrics,verified,country,region,city
1297233886687006720,Abeaches1,"The TRUTH is not affiliated with a political party or agenda. I am pro ✝ & pro🇺🇸 Faith,Family,Freedom",United States,2020-08-22 18:07:25+00:00,"{'followers_count': 1026, 'following_count': 825, 'tweet_count': 21075, 'listed_count': 2}",False,United States,,0
1297222666324246528,Elzta2,"💜🎶
Not a feminist, not a bot, not a stan. I truly believe in real partnership and I hate injustice from the bottom of my heart ❤ 

#JusticeForJohnnyDepp",Germany,2020-08-22 17:23:09+00:00,"{'followers_count': 198, 'following_count': 211, 'tweet_count': 9325, 'listed_count': 0}",False,Germany,,0
1297217448664543232,iVampiricDraco,"Rhea the pure Dragon of rare, last kind of all; vampiric Dragon. She's doesn't stand well with sun, holy, and water. #RP #MV",Parody Account,2020-08-22 17:02:14+00:00,"{'followers_count': 181, 'following_count': 182, 'tweet_count': 5456, 'listed_count': 0}",False,,,0
36296230,acejordan23,"I use sarcasm, movie quotes and song lyrics way too much. Optician, Liberal Democrat, LGBT ally, Atheist, sports and soap opera fanatic. In a relationship.😘💋","Ohio, USA",2009-04-29 05:27:19+00:00,"{'followers_count': 4842, 'following_count': 5602, 'tweet_count': 53621, 'listed_count': 37}",False,United States,Ohio,Usa
1297200998944059394,NieceeAnderson,I'm engaged to a wonderful man and I'm so very happy with my life! I love my God and country and I love my President! God Bless the United States!,"North Carolina, USA",2020-08-22 15:56:57+00:00,"{'followers_count': 580, 'following_count': 933, 'tweet_count': 5030, 'listed_count': 0}",False,United States,North Carolina,Usa
36303972,JARosenberg12,I've just been in a bad mood for 45 years! 🙄,The World,2009-04-29 06:24:06+00:00,"{'followers_count': 5083, 'following_count': 4494, 'tweet_count': 346786, 'listed_count': 98}",False,,,0
36304898,SabGolmaalHai,"No DM.

subscribe to @NewsLaundry @AltNews  @thenewsminute  Ravishkumar on YT
@TheQuint @TheIndiaCable @MANJULtoons @satishacharya @rajeevdhyani @DeepalTrevedie",कुऐ का मेंढक (in EchoChambers),2009-04-29 06:31:38+00:00,"{'followers_count': 2840, 'following_count': 3989, 'tweet_count': 32385, 'listed_count': 19}",False,,,0
1297058348324589569,inokitake_art,"violence enjoyer, part-time parrot, artist? // 24 she/her // {art/fur acc} main:@daikaijuSteel","Michigan, USA",2020-08-22 06:29:52+00:00,"{'followers_count': 799, 'following_count': 247, 'tweet_count': 6314, 'listed_count': 1}",False,United States,Michigan,Usa
36310188,scshepard,"Western European American
England and NW Europe 46%
Scotland 37%
Sweden & Denmark 10%
Wales 5%
Eastern Europe % Russia 2%
CM99ec
KN6IJD, Extra","Yuba City, CA, U.S.A.",2009-04-29 07:17:48+00:00,"{'followers_count': 649, 'following_count': 1956, 'tweet_count': 34823, 'listed_count': 172}",False,United States,California,Yuba City
36378141,reggaecrisp1,"Writer/broadcaster, maker of JFK & RFK ass.  progs for C4. Currently exposing Police corruption, 'operation bohan'",camden town,2009-04-29 15:03:04+00:00,"{'followers_count': 4100, 'following_count': 4285, 'tweet_count': 237437, 'listed_count': 67}",False,United States,Maine,Camden
1295535542713700360,ConstanteQuinn,Conservative & Trump Supporter maintain live life to the fullest mellow down to earth; Passionate but not afraid to cut into ya if necessary Mind over Matter.,"Michigan, USA",2020-08-18 01:39:26+00:00,"{'followers_count': 47, 'following_count': 128, 'tweet_count': 10126, 'listed_count': 1}",False,United States,Michigan,Usa
36483287,guylenec,"Never Trump. Have become more & more anti-Republican, Resistance Supporter, like dogs more than most people.","Estes Park, CO",2009-04-29 21:13:21+00:00,"{'followers_count': 128, 'following_count': 393, 'tweet_count': 22951, 'listed_count': 3}",False,Belgium,Flemish Brabant Province,Park
1295438732284301313,SwancoreSimp,| 28 | I Could Have Sworn That I Fixed Myself Cause I Read A Bunch Of Shit About Mental Health,Watching Back To The Future,2020-08-17 19:14:13+00:00,"{'followers_count': 431, 'following_count': 752, 'tweet_count': 15300, 'listed_count': 5}",False,United Kingdom,Western Isles,Back
