id,username,description,location,created_at,public_metrics,verified,country,region,city
28143555,OVOJulio,Tom Brady & Drake are the 🐐’s. 👳🏾‍♂🕌🐫🥷🏽🤴🏾🫶🏾💀⚔🏴‍☠👁‍🗨🕯👁 🪬🐍💣💵💸⚰🪦👣🌅  3rd🌎 Ice Spice defense team😤👩🏼‍🦰,"Georgia, USA",2009-04-01 16:59:38+00:00,"{'followers_count': 2252, 'following_count': 2515, 'tweet_count': 421755, 'listed_count': 49}",False,Georgia,Georgia,Usa
1368191899,dalejosephrowe,"Painter, sculptor, printer, gardner, politics GreenYes. Art work follow @DaleJRoweART",Montreuil  Paris  Edinburgh,2013-04-20 22:59:51+00:00,"{'followers_count': 963, 'following_count': 3143, 'tweet_count': 105739, 'listed_count': 101}",False,France,Paris,Paris
1359497947105361925,CribKingCOM,Director of Vibes: @BadFoxMC ➡️ @BadFox4042 ➡️ @SpaceCadetsX #BeatStreet #AKCB 🎶,"Nunya, Bidness",2021-02-10 13:42:41+00:00,"{'followers_count': 1652, 'following_count': 1466, 'tweet_count': 14439, 'listed_count': 6}",False,,,0
1373504197,Ruhan10__,live to fight another day.,"Bandar Klang, Selangor",2013-04-23 01:17:32+00:00,"{'followers_count': 336, 'following_count': 289, 'tweet_count': 7961, 'listed_count': 1}",False,Malaysia,Selangor,Klang
1373449044,KMKTweetsNow,"Civil servant, animal loving, Disneyphile from upstate NY. Here for the education & the jokes. She/Her pronouns.",Upstate NY,2013-04-23 00:59:07+00:00,"{'followers_count': 705, 'following_count': 1063, 'tweet_count': 49036, 'listed_count': 55}",False,,,0
1359068199644463106,LionsArlfc,"Amateur Rugby league club with age groups ranging from 4 years (cubs) all the way through to open age, male and female teams #bepartofthepride  🦁🏉","Yorkshire and The Humber, Engl",2021-02-09 09:15:08+00:00,"{'followers_count': 566, 'following_count': 841, 'tweet_count': 526, 'listed_count': 5}",False,United States,New York,Yorkshire
1373412894,JBDRAGAdesign,"Design and other fun stuff for grups.
http://t.co/AXHa5FV7FK","Oakland, CA",2013-04-23 00:34:30+00:00,"{'followers_count': 51, 'following_count': 56, 'tweet_count': 14379, 'listed_count': 11}",False,United States,California,Oakland
28253369,Garyejordan,"Film & Tv Producer, Art Lover and Dealer, Music Supervisor | One guy… Multiple perspectives.",Atlanta,2009-04-02 01:50:48+00:00,"{'followers_count': 1307, 'following_count': 1558, 'tweet_count': 59063, 'listed_count': 24}",False,United States,Georgia,Atlanta
28241116,PaulMarshall1,35. Massive Newcastle fan! Instagram paulm87 & paulovertheworld. Married to @vmlangers,Newcastle upon Tyne,2009-04-02 00:49:58+00:00,"{'followers_count': 530, 'following_count': 1114, 'tweet_count': 12123, 'listed_count': 4}",False,United States,Oklahoma,Newcastle
558870158,marisangas,Lifetime Learner💡,Tanzania,2012-04-20 19:09:00+00:00,"{'followers_count': 4273, 'following_count': 1372, 'tweet_count': 46961, 'listed_count': 61}",False,,,0
28262061,alainemiranda,"Wrong Asian, but okay. Patch Quartermain🐶 Logan Lucky🐶. USAF/NASA. 🇵🇭🇺🇸","Summerlin South, NV",2009-04-02 02:33:01+00:00,"{'followers_count': 729, 'following_count': 1537, 'tweet_count': 72266, 'listed_count': 39}",False,Iceland,South,0
