,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at,orig_tweet
0,0,break news rumor lindseygrahamsc tell seanhannity buckle night show wild ,1600304847302979585,1490784004131504128,en,2022-12-07 01:43:02+00:00,breaking news : rumor has it that @lindseygrahamsc tells @seanhannity to buckle up every night after his show ! 😮 then they go at it like wild rhinos 🦏!
1,1,conservation nepal creates burden community infrastructure specie study warns,1600303260383920128,904867418,en,2022-12-07 01:36:44+00:00,"rhino conservation in nepal creates a burden for communities, infrastructure and other species, study warns https://t.co/bzroremw27"
2,2,helping wildlife crime authority southafrica arrest people crime relate poach use ,1600302929491247106,937412110090424321,en,2022-12-07 01:35:25+00:00,"rt @helpingrhinos: wildlife crime: authorities in #southafrica have arrested nine people for crimes relating to #rhinopoaching, using their…"
3,3,cawthornfornc thru thru,1600301153027493888,1588967765229961216,en,2022-12-07 01:28:21+00:00,@cawthornfornc he was a rhino thru and thru
4,4,marylandzoo wallow name name fundraiser underway donate chance win ,1600300276485074945,1587484496147800064,en,2022-12-07 01:24:52+00:00,rt @marylandzoo: wallow you name him? our rhino naming #fundraiser is underway. #donate now for a chance to win: https://t.co/4svfqfjduo 🦏…
5,5,sheldricktrust day swtkws vet unit respond wildlife emergency kenya elephant lion ,1600300247619497984,3245359533,en,2022-12-07 01:24:45+00:00,"rt @sheldricktrust: every day, our swt/kws vet units respond to wildlife emergencies across kenya. from elephants to rhinos to lions they a…"
6,6, late rare studio wildlife news thanks worldnewstweet wildlife conservation,1600299165082345473,973866358705475584,en,2022-12-07 01:20:27+00:00,the latest rare rhino studios ®. wildlife in the news! https://t.co/smmqhkmrzl thanks to @worldnewstweet_ #wildlife #conservation
7,7,griffkohout accord salvador dali cero horn signifies divine geometry grows logarithmic spiralrhin,1600290955693010944,195970177,en,2022-12-07 00:47:50+00:00,"rt @griffkohout: according to salvador dalí, the rhinoceros horn signifies divine geometry because it grows in a logarithmic spiral.

#rhin…"
8,8,helping calf morag ceainly grow well sixweek old weighs piano,1600287982765735936,1201962502147497987,en,2022-12-07 00:36:01+00:00,"rt @helpingrhinos: rhino: #rhinocalf morag is certainly growing well, as the six-week old now weighs the same as a piano!
https://t.co/q8qw…"
9,9,sick daughter couch kid talk hornyou dont need horn life need dignity truedat dadlife dadslife goodstuff,1600287024220553216,26433902,en,2022-12-07 00:32:13+00:00,"sick daughter from the couch when the other kid is talking about a rhino’s horn…,”…you don’t need a horn in life, all you need is dignity.” #truedat #dadlife #dadslife #goodstuff https://t.co/hhhpqc8nlm"
10,10,elephanaticsbc dyk elephant climatechange mitigators protect diverse ecosystem keystone specie integral heal,1600286122118381568,85124476,en,2022-12-07 00:28:38+00:00,rt @elephanaticsbc: #dyk #elephants are #climatechange mitigators + protect diverse #ecosystems? #keystone species are integral to the heal…
11,11,cbthunting peteregan henrysmithuk edgoncalvescbth sirrogergale conservativeawf defragovuk conservative andrewhall animalsmatter youve get kid firstly youd sick head secondly allow kill critically endanger animal consequence world totally fed,1600285815812169729,1426686319191760897,en,2022-12-07 00:27:25+00:00,"@cbthunting @peteregan6 @henrysmithuk @edgoncalvescbth @sirrogergale @conservativeawf @defragovuk @conservatives @andrew_hall64 @animalsmatter15 you’ve got to be kidding , firstly you’d have to be sick in the head to do this and secondly you are allowed to kill a critically endangered animal such as a rhino and no consequence , this world is totally f……..ed😢"
12,12, kill parent he sorry nowjamesandthegiantpeach infinitepainter cero africanimals savannah horn,1600284229379756033,401502149,en,2022-12-07 00:21:06+00:00,"rhino
he killed my parents, but he's sorry now

#jamesandthegiantpeach #infinitepainter #rhinoceros #rhino #africanimals #savannah #horn https://t.co/4o25kbcaj3 https://t.co/rq0mjjuohi"
13,13,hodilu carve item make horn seize auckland item weigh total kilogram seiz,1600283127783432192,22230837,en,2022-12-07 00:16:44+00:00,rt @hodilu: 6 carved items made from rhino horn have been seized in auckland.  the 6 items – weighing a total of 1.73 kilograms - were seiz…
