,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at
0,0,mommafreedom hawleymo electionwiz herschelwalker shas congress transform zoo know magats infest problem clear ,1592006800332972033,1450554286052548610,en,2022-11-14 04:09:33+00:00
1,1,jjvhouse lion elephant mountain goat wtf kill thing fun ever pet soul maybe soul dark damage shame,1592004617738792960,727843711602728960,en,2022-11-14 04:00:53+00:00
2,2,treehugger well much conservationist fund kzn protect something really stink big name attach con get ,1592001412409741312,1579345407850778626,en,2022-11-14 03:48:09+00:00
3,3,charlottestein bandherbooks say earlier hornier pack ,1591996965080174593,169033588,en,2022-11-14 03:30:29+00:00
4,4,think blackedout black arsenal falken wildpeaks good look san diego california,1591995177522036737,1503591476231434241,en,2022-11-14 03:23:22+00:00
5,5,effward today kamaqhekeza spar supermarket polish respectively donate shoe shoe polish donation receiv,1591991139057700865,1389558713040654341,en,2022-11-14 03:07:19+00:00
6,6,careforwild twinkle little girl week old keep mom busy staing learn control ,1591985353594114048,1933795363,en,2022-11-14 02:44:20+00:00
7,7,dragofix petition fund research find protect nohern white wildlife unitedkingdom ,1591983435064696832,1201124223038771200,en,2022-11-14 02:36:43+00:00
8,8,karansinghs forest crucial currency nepal government deployed army guard national park ,1591972469162004480,1658095405,en,2022-11-14 01:53:08+00:00
9,9,nickapappas garrettarcher karilake katiehobbs vote kill opinion know lot vote hobbs,1591966521953513472,25241777,en,2022-11-14 01:29:30+00:00
10,10,connational long national conservative platform even win still lose false representation representation desperately need get natcon tech industry congress conservatism survive ,1591966223004467202,921486740430442497,en,2022-11-14 01:28:19+00:00
11,11, daughter antonia amy vitale national geographic joseph wachirajoseph keeper sudan world last male nohern white amy photographer sudan joseph picture,1591965739006971904,799712594,en,2022-11-14 01:26:24+00:00
12,12, late rare studio wildlife news thanks jckatherine rentlondonflat wildlife conservation,1591964232106450944,973866358705475584,en,2022-11-14 01:20:24+00:00
13,13,msemilyedwards pet safari completely wild entirely domesticate recommend,1591963918871953408,1349079247873183744,en,2022-11-14 01:19:10+00:00
14,14, thought few javan sumatran left world past year lose ban horn cite need remain letafricalive usfwsintl zimbabwe botswana citescop,1591962253737472000,2918023842,en,2022-11-14 01:12:33+00:00
15,15,catch action road monday night face crusader belmont abbey belmont abbey nov belmont abbeyfeahehorn,1591961228926148609,1440388867325001740,en,2022-11-14 01:08:28+00:00
16,16, great family classic holiday well adapt version original story far many quote become family meme get admit crush nutcracker screenshot tho backstory scene wild,1591960604323229696,1361069359947423744,en,2022-11-14 01:05:59+00:00
17,17,hanamichels son elon musk kill white look funny,1591960198239125504,794280204600569857,en,2022-11-14 01:04:23+00:00
18,18,natureislit incredibly rare footage mom breastfeeding calf ,1591958554906591233,1249891458905255937,en,2022-11-14 00:57:51+00:00
19,19,menacingwinds horn pant happy see ,1591954868012564482,1404097251400630273,en,2022-11-14 00:43:12+00:00
20,20,jimhornes garybernstein bed democrat,1591952203253977088,1527124013822226434,en,2022-11-14 00:32:36+00:00
21,21,killintime nedryun sta mcconnell pick ,1591950231008149509,1585819536741261312,en,2022-11-14 00:24:46+00:00
22,22,tommieharve source sorry long thread animal conservation passion mine run family,1591947258060476416,1235259833332441089,en,2022-11-14 00:12:57+00:00
23,23,tommieharve world safe place even zoo arent parisian zoo shot horn poach human problem solve human solution naturalist zoo best make sure roam free ,1591946511898013696,1235259833332441089,en,2022-11-14 00:10:00+00:00
24,24,tommieharve world roam free zoo conservationist scientist give environment cure disease perform research work breeding improve population world,1591945274427346944,1235259833332441089,en,2022-11-14 00:05:04+00:00
25,25,tommieharve however extend elephant many animal well threaten wild poach much almost specie degree danger verge extinction,1591944835824484354,1235259833332441089,en,2022-11-14 00:03:20+00:00
26,26,tommieharve little zoo viually say captivity simple reason conservation yes think belong wild animal deserves place natural habitat,1591944310735396864,1235259833332441089,en,2022-11-14 00:01:15+00:00
27,27, insane raritieshint take closer look jewelry hat horncan tell arelet know discord,1591944057265192961,1484017058979401735,en,2022-11-14 00:00:14+00:00
28,28, undylngdisease chirp chirp chirp parrot horn always attach head ask dolphin jumped eleven foot today proud ,1591943692352622597,1466544297281568777,en,2022-11-13 23:58:47+00:00
29,29,richcarkeek thejeffjones ohrick someone ask chuck grassley remembers kill last whooly,1591942588243771394,3375493332,en,2022-11-13 23:54:24+00:00
30,30,rescue change future endanger wildlife firefly animal rescue spoch,1591940731048165376,1586947523683516417,en,2022-11-13 23:47:01+00:00
31,31,megangailey faux flower make shaving white horn african elephant tusk kinda hard come ,1591937924458741761,2725329570,en,2022-11-13 23:35:52+00:00
32,32,ruthharrisbooks thing stheir memory excellentthey nearsightedthey bond humanswhen greedy poache,1591937535743496193,1263914260062777345,en,2022-11-13 23:34:19+00:00
33,33,weav usmc icp wikileaks aid potus main jimcrowjoe cake rep speakerpelosi woke rino helm usnavy safe blueangels flight operation prevent collective psychosis super hornet informally refer distinguish earlier hornet,1591933112350547970,1489567152,en,2022-11-13 23:16:45+00:00
34,34,horn much sought hunter century poacher cause trend shoer horn nicolaksdavis guardianscience,1591929046677479426,3236204367,en,2022-11-13 23:00:35+00:00
35,35,planet deal wild animal risky business incredibly impoant love conservation wildlife,1591928633819545601,277564658,en,2022-11-13 22:58:57+00:00
36,36,ziarman nakceline babarle cyrilhanouna africain,1591924251569029121,1240185890749759490,en,2022-11-13 22:41:32+00:00
37,37,palmoildetect look elephant bairds tapir closely related horse endanger,1591922572798607361,717724781609684993,en,2022-11-13 22:34:52+00:00
