,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at,orig_tweet
0,0,sheldricktrust well spot critically endanger black sight single month routine ,1530297485326942208,2471162522,en,2022-05-27 21:18:46+00:00,rt @sheldricktrust: what is better than spotting a critically endangered black rhino? sighting 14 of them in a single month! our routine mo…
1,1,helping wildlife crime man arrest johannesburg tambo international airpo found possession,1530294561951588354,1199875351,en,2022-05-27 21:07:09+00:00,rt @helpingrhinos: wildlife crime: a man has been arrested at johannesburg's or tambo international airport after being found in possession…
2,2,ugwildlife last year weve also register increase wildlife population animal specie in,1530292450652307462,3472376296,en,2022-05-27 20:58:46+00:00,"rt @ugwildlife: during the last 25 years, we’ve also registered an increase of wildlife populations for most animal species. rhinos for ins…"
3,3,amarula mountain river beauty nature different type animal baffaloheynawildog pythonmamba cobra mangoos honey badger leopard elephantlion eagle,1530291143375740929,497416531,en,2022-05-27 20:53:34+00:00,"@amarula the mountains, rivers, the beauty of nature with different types of animals like the baffalo,heyna,wildog, python,mamba, cobra, mangoos, honey badger, leopard, elephant,rhino,lion and eagle."
4,4,cybersquad revolution mission revolution suppo protect endanger ,1530290994620551172,1529856612134965248,en,2022-05-27 20:52:59+00:00,"rt @cyberrhinosquad: more about rhino revolution: 

the mission of rhino revolution is to support and protect rhino and other endangered sp…"
5,5,cybersquad meet steven keepnatalive official paner next steven last nohern white ,1530290917046894595,1529856612134965248,en,2022-05-27 20:52:40+00:00,"rt @cyberrhinosquad: meet steven from @keepnatalive our official partner. 

next to steven one of the last two northern white rhino, at a v…"
6,6,africa geographic story,1530290295698558976,182761344,en,2022-05-27 20:50:12+00:00,africa geographic | story https://t.co/woklcrvbga
7,7,horni frothycoffeefriday arrive fridayfeeling coffeetime,1530287911572279296,912645108239040512,en,2022-05-27 20:40:44+00:00,"rt @horni_rhino: and we're there, #frothycoffeefriday has arrived 🙌
https://t.co/uia2hvq1vj
#fridayfeeling #coffeetime https://t.co/mcvo7yw…"
8,8,biographic india assam state recently rewilded great onehorned thriveand renew sense pride ,1530287782224138241,190633736,en,2022-05-27 20:40:13+00:00,"rt @biographic: in india’s assam state, recently rewilded greater one-horned rhinos thrive—and with them, a renewed sense of pride for the…"
9,9,belb youre right bel drive city day see homeless dont get wrong really care animal poach especially obscene money spent prevent poach compare folk whove lose livelihood identity,1530285724091785216,1518185418369470465,en,2022-05-27 20:32:02+00:00,"@bel_b30 you're so right bel. i drive into the city every day and see the homeless. and don't get me wrong, i really care about animals and rhino poaching especially. but obscene money is spent on preventing poaching compared to folks who've lost their livelihoods and identity"
