,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at
0,0,wininmad crisis poach illegal trade reach high level year httptcorgpxrkq uniteblue ,304310118101692416,469818825,en,2013-02-20 19:22:40+00:00
1,1,savethe mathematician believe statistical model help tackle poach crisis httptcouptyrz,304309663187492866,582558148,en,2013-02-20 19:20:52+00:00
2,2,stop timbavati game reserve kill hunt rich httptcohpfuou,304308951263100928,55639191,en,2013-02-20 19:18:02+00:00
3,3, deadly year kill begin year httptcodjuclhw,304308204853133313,916771892,en,2013-02-20 19:15:04+00:00
4,4,jacanews stats poach kruger national park past week httptcodmngxum,304308076348063744,479703105,en,2013-02-20 19:14:33+00:00
5,5,jacanews stats last night suspect poacher arrest limpopo httptcodmngxum,304307928393998337,479703105,en,2013-02-20 19:13:58+00:00
6,6,jacanews stats knp remains hardest hit poach kill horn january http,304307895812628481,479703105,en,2013-02-20 19:13:50+00:00
7,7,late poach statistic news jacaranda httptcozczvbqdh,304307220827484160,496653785,en,2013-02-20 19:11:09+00:00
8,8,worldwildlife tiger elephant arent rug trinket medicine speak httptcotnjour handsof,304307008356614144,93558246,en,2013-02-20 19:10:19+00:00
9,9, crisis poach illegal trade reach high level year httptcorgpxrkq uniteblue ,304306938638909440,188748627,en,2013-02-20 19:10:02+00:00
10,10,thieen recently arrest poach bizcommunity httptcobntboch,304305747079081984,228951789,en,2013-02-20 19:05:18+00:00
11,11,sober thought cross kill eah httptcokmyld,304305198388613120,863199672,en,2013-02-20 19:03:07+00:00
12,12,horn hairstyle men httptcorihauu,304304669470113792,563361405,en,2013-02-20 19:01:01+00:00
13,13,breeding project southafrica seek investor httptcolrt,304304444017885184,342568761,en,2013-02-20 19:00:07+00:00
14,14,tiger elephant arent rug trinket medicine speak worldwildlife handsoffmypas httptcoewcthp,304303589671723009,153121957,en,2013-02-20 18:56:44+00:00
15,15,save poacher bbcnature,304303208761810944,262871912,en,2013-02-20 18:55:13+00:00
16,16, signature africa severe poach crisis wildlife january httptcokrdwoeu,304303026594799616,216834539,en,2013-02-20 18:54:29+00:00
17,17,timidobserver conservation pls check timelinepretty pls,304301001404465152,37903274,en,2013-02-20 18:46:27+00:00
18,18,please sign petition kill stop httptcopssrch,304300816733466624,82109243,en,2013-02-20 18:45:43+00:00
19,19,guy care abt put money mouth giant castle mtb challenge conservation httptcoltuqcvim,304300729840041987,37903274,en,2013-02-20 18:45:22+00:00
20,20,sponsorship giant castle mtb challenge conservation executive insight httptcouklbs davidgrahamsa,304300516693921793,38936934,en,2013-02-20 18:44:31+00:00
21,21,praptibhandarydeploying drone fight poacher nepal something drone actu httptcoqednctqj,304299749614436352,737885178,en,2013-02-20 18:41:28+00:00
22,22,operation crash antique dealer sentence prison horn traffic manhattan antique dealer httptcodubdwm,304299577304023040,369304160,en,2013-02-20 18:40:47+00:00
23,23,yorkiegav beccalthomson poach hour south africa revolt black wwfgtgt sicken,304299487168454656,880459952,en,2013-02-20 18:40:26+00:00
24,24,sig save international monthly newsletter info httptconvgrfpz,304298839798591489,1075043774,en,2013-02-20 18:37:51+00:00
25,25,kwskenya poacher realize horn medicinal propeies let save magnificent animal,304298788363833345,873908466,en,2013-02-20 18:37:39+00:00
26,26,wildlandssa freshlygroundsa wctambassador plz davidgrahamsa fundraise conservation effos wct ,304298648441847809,264062356,en,2013-02-20 18:37:06+00:00
27,27,sanparks update poach stats httptcoeyqqmu httptcofqfavnor,304298452588838915,31667140,en,2013-02-20 18:36:19+00:00
28,28,deploy drone fight poacher nepal something drone actually use httptcozqdqzycy,304298287442296832,636707628,en,2013-02-20 18:35:39+00:00
29,29,kqededspace drone use protect endanger speciesis use httptcoarblyzn,304297854585942016,813240625,en,2013-02-20 18:33:56+00:00
30,30, poach far year good news allege poacher arrest well do,304297194675113985,221710573,en,2013-02-20 18:31:19+00:00
31,31,davidgrahamsa rid giant castle mtb challenge raise money wildlands conservation trust httptcobvyxuyx,304295924866351106,9923162,en,2013-02-20 18:26:16+00:00
32,32,please sign save kill rich httptcofmatafxn,304295746977558529,1013716526,en,2013-02-20 18:25:34+00:00
