,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at,orig_tweet
0,0,rerank dont act go lose sumatran iucn estimate indicate population decl,1578096591340044288,1368267488291557378,en,2022-10-06 18:55:21+00:00,"rt @re_rank: if we don’t act now we are going to lose the sumatran rhino. 

since 2015, iucn estimates have indicated a 13% population decl…"
1,1,quentinindemand iwriteallday scene still faves hope get together maybe play field super cute,1578095839746015232,1188393896,en,2022-10-06 18:52:22+00:00,"@quentinindemand @iwriteallday_ that scene with the rhino is still one of my faves. i hope we get another one with them together, maybe playing in the fields. that would be super cute. https://t.co/f3kybgf6aw"
2,2,timothykuiper huge conservation success follow huge failure graph population trend kruger keynote luthan,1578093073896177672,2967454535,en,2022-10-06 18:41:23+00:00,rt @timothykuiper: huge conservation success followed by huge failure in one graph. rhino population trends in kruger np. keynote by luthan…
3,3,dianikbg svp myn jazeel dubbed usborn lambe somewhat national treasure give singer high ,1578092424383037440,110872523,en,2022-10-06 18:38:48+00:00,rt @dianik_bg: 'rhino uk svp myn jazeel dubbed the u.s.-born lambert “somewhat of a national treasure in the uk” given the singer’s high pr…
4,4,trophyxpose haul woh confiscate smuggler arrive south africa piece horn weigh total ,1578091845485301762,1039648991779188736,en,2022-10-06 18:36:30+00:00,rt @trophyxpose: the haul worth $830 000 confiscated from a smuggler arriving from south africa. the 20 pieces of horn weighing a total of…
5,5,rerank mickincreate number charity include sumatran rescue international ,1578090380360286226,972929312826560512,en,2022-10-06 18:30:40+00:00,"rt @re_rank: @mickin_create there are a number of charities, including: 

sumatran rhino rescue (https://t.co/ee1g8fdslc) 

international r…"
6,6,incredibleindia set adventure wilderness kaziranga national park assama green territory welcome ,1578088306142740495,2821284332,en,2022-10-06 18:22:26+00:00,"rt @incredibleindia: set out on the adventure through the wilderness of kaziranga national park, assam.

a green territory welcomes you to…"
7,7,africaarchives abutiwadifebe hotspot warawara,1578087748556161025,1422185148867559438,en,2022-10-06 18:20:13+00:00,@africa_archives @abuti_wadi_febe and your rhino hotspots warawara
8,8,bioraenvcons endanger specie world javan want find fascinate ,1578087004411133988,362482604,en,2022-10-06 18:17:15+00:00,rt @bioraenvcons: one of the most endangered species in the world - the javan rhino. if you want to find out more about this fascinating rh…
9,9,raceextinct amur leopard vaquita nohern white middlemists red camellia ormeau myle,1578086853047091203,3137535853,en,2022-10-06 18:16:39+00:00,"rt @race2extinct: 90 amur leopard
18 vaquita
2 northern white rhino
2 middlemists red camellia
1 ormeau myrtle"
