,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at
0,0,south africa traffic thousand endanger wild animal china investigation find,1262239690620645376,2581057069,en,2020-05-18 04:32:48+00:00
1,1,bopinion botswana poacher take advantage suddenly empty reserve kill least endanger south afric,1262237654411689985,2854547449,en,2020-05-18 04:24:42+00:00
2,2, armor horn do deal,1262236612978708481,176438503,en,2020-05-18 04:20:34+00:00
3,3,romanfareed news ntwaagae yep steal horn sell alcohol cigarette confiscate,1262236248908763137,2921175105,en,2020-05-18 04:19:07+00:00
4,4,teamcetacean global pandemic link sick animal trade china much answer ,1262234948490137603,305700310,en,2020-05-18 04:13:57+00:00
5,5,lynnsphenomenal trademelolx ill make neon sorry dont proof say ,1262234806508797957,1243312928150958080,en,2020-05-18 04:13:23+00:00
6,6,robrobbedwards pack dog train protect wildlife save poach,1262234189216153608,907527961191968768,en,2020-05-18 04:10:56+00:00
7,7,andyvermaut dog specially train protect poacher south africa,1262233332076535809,1068346217241997313,en,2020-05-18 04:07:32+00:00
8,8, dog specially train protect poacher south africa,1262233229680979968,283604227,en,2020-05-18 04:07:07+00:00
9,9, global pandemic link sick animal trade china much answer ,1262232874889220096,1155028375553093633,en,2020-05-18 04:05:43+00:00
10,10,socialistvoice south africa traffic thousand endanger wild animal china corrupt grow trade investigation find,1262232634350018562,2831044569,en,2020-05-18 04:04:45+00:00
11,11,thechive antipoaching unit aint nothing photo,1262227914235535361,20279424,en,2020-05-18 03:46:00+00:00
12,12,who equivocation mean foreseeable future illegal hunt tiger bear horn body pa say improve human vitality likely rage onso collective rage,1262227909818777602,927909674837458944,en,2020-05-18 03:45:59+00:00
13,13,mrmadgear space safe lol horn ,1262227406447874048,728663244664020992,en,2020-05-18 03:43:59+00:00
14,14,wildlifetrafficking endangeredspecies southafrica traffic thousand endanger wild animal china corrupt grow trade sell expoers link crimesyndicates investigation find,1262226922181812225,716809094615670784,en,2020-05-18 03:42:03+00:00
15,15,immerse world wild animal prize await sunny safari sixreel slot game offer many way win high centcheck play great megaways ,1262226403119869954,365854454,en,2020-05-18 03:40:00+00:00
16,16,horn,1262225373703467008,1375430239,en,2020-05-18 03:35:54+00:00
17,17,boycotthegemony monkey steal wild together cheetah tiger lion meerkat bee,1262220946615787520,2461302359,en,2020-05-18 03:18:19+00:00
18,18,cmavrellis south africa traffic thousand endanger wild animal china investigation find,1262220293495492608,579887642,en,2020-05-18 03:15:43+00:00
19,19, come lot people complain chinese targetting african wildlife buyer need seller case south african,1262219122106085381,19905619,en,2020-05-18 03:11:04+00:00
20,20,davebing johncusack man dont stop nut cause black extinction analog back climate change science brah,1262218194741112832,752905516641157120,en,2020-05-18 03:07:23+00:00
21,21,nonewzoo south africa traffic thousand endanger wild animal china corrupt grow trade investigation find htt,1262217139215314945,876752930636013569,en,2020-05-18 03:03:11+00:00
22,23,bornfreefdn know black white left wild help protect white ,1262212093908000768,954744704591114242,en,2020-05-18 02:43:08+00:00
23,24,sbotswana thrill holtzman foundation select conservation botswana receive conservation,1262210231922237443,1872282968,en,2020-05-18 02:35:44+00:00
24,25,dog train protect wildlife save poacher hope conservationoptimism,1262209473671827459,825021895397371904,en,2020-05-18 02:32:43+00:00
