,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at
0,0,brucerelates sanparks enlists tough retire major general head antipoaching unit dazmsmith muschifuss httptco,280350967042568192,787718461,en,2012-12-16 16:37:33+00:00
1,1,tutticontenti human greed wipe fine horn httptcolofzsjy news,280350770392625152,787718461,en,2012-12-16 16:36:46+00:00
2,2,ewnrepoer mangaung zuma let save population ruthless poacher,280350207147929600,187132978,en,2012-12-16 16:34:32+00:00
3,3, pasos zoo get big show town,280348829923041283,347615150,en,2012-12-16 16:29:04+00:00
4,4,mandywiener mangaung zuma let save population ruthless poacher,280348494198366208,65638371,en,2012-12-16 16:27:44+00:00
5,5,ivovegter killingforprofit julianrademeyer poach deep broad journalism rare kind often surprising alw,280347721141989377,364095416,en,2012-12-16 16:24:39+00:00
6,6, world hunt extinctionand save sign urgent avaaz petition httptconabe,280347275224563713,132155005,en,2012-12-16 16:22:53+00:00
7,7,hillsofafrica google fund anti poach drone httptcotbtxniz,280342992366223362,191519762,en,2012-12-16 16:05:52+00:00
8,8,google fund anti poach drone httptcotbtxniz,280342774161752064,19888859,en,2012-12-16 16:05:00+00:00
9,9,abramjee president zuma say let save population ruthless poacher criminal crimelineza http,280341488955715584,124726261,en,2012-12-16 15:59:54+00:00
10,10,smithinafrica president zuma let save population ruthless poacher criminal,280339689121140736,180484829,en,2012-12-16 15:52:45+00:00
11,11,sophiasabilla phone tanam singapore zoo let shit ,280338090097266688,431602216,en,2012-12-16 15:46:23+00:00
12,12,south africa vietnam sign poach pact httptcoshhfeg agreement,280338054349217792,1012106084,en,2012-12-16 15:46:15+00:00
13,13, phone tanam singapore zoo let shit ,280337888955207681,133636308,en,2012-12-16 15:45:35+00:00
14,14, secret social life reveal stun detail first time photography wildlife httptcolxxvzurz mailonline,280337711112544258,260786433,en,2012-12-16 15:44:53+00:00
15,15,president zuma say south african work together save mangaung,280333983571660801,28769309,en,2012-12-16 15:30:04+00:00
16,16, world hunt extinctionand save sign urgent avaaz petition httptcoblmcrvl,280332119715225600,99279867,en,2012-12-16 15:22:40+00:00
17,17,ewnrepoer mangaung zuma loss poach swift action law enforcement agency commendable strict sente,280332075901530112,1003191288,en,2012-12-16 15:22:29+00:00
18,18,awfofficial stop bullet kill endanger make gift betty white double httptcon,280330723393695746,42052680,en,2012-12-16 15:17:07+00:00
19,19,saveourk kill space day,280329093122248704,871682977,en,2012-12-16 15:10:38+00:00
20,20,jamesstyan president say poach spiral murder rate mangaung,280328809822175232,305739766,en,2012-12-16 15:09:31+00:00
21,21, stop bullet kill endanger make gift betty white double httptconzejcqh,280327741738459136,87278028,en,2012-12-16 15:05:16+00:00
22,22,workingwild new calf arrive yesterday mother poach naboomspruit settle well,280327385759498240,449089323,en,2012-12-16 15:03:51+00:00
23,23,father son plead guilty horn smuggle los angeles time httptcozrcywm latimes,280323353120743424,602542126,en,2012-12-16 14:47:50+00:00
24,24,identical twin name save httptcoeaofayt hornllc huyenahoang huyenbhoang,280322335603576832,35425654,en,2012-12-16 14:43:47+00:00
25,25,getawildlife kapela calf animalrescueblog httptcoummlwdg,280322224190275584,192677225,en,2012-12-16 14:43:21+00:00
26,26,think temari kill tayuya shes subtle even scarier mom shikamaru nara,280321455567282176,430482522,en,2012-12-16 14:40:17+00:00
27,27,amalnagia yes poach issue yr jail time poach yet fine rap child thinkaboutit,280321016578834432,70706666,en,2012-12-16 14:38:33+00:00
28,28,bbc news female safari park swapin channel new series wildlife swap,280320019081076739,283577909,en,2012-12-16 14:34:35+00:00
29,29,kill kaziranga horn remove kill today horn remove suspect poacher httptcolxpeudyi,280319044589080577,272031241,en,2012-12-16 14:30:42+00:00
30,30,kill kaziranga horn remove kill today horn remove suspect poacher httptcovhejuxp,280319041648857088,108247600,en,2012-12-16 14:30:42+00:00
31,31,kill kaziranga horn remove kill today horn remove suspect poacher httptcovwjszjy,280319040570929153,98408258,en,2012-12-16 14:30:42+00:00
32,32,kill kaziranga horn remove kill today horn remove suspect poacher httptconcpvza,280318492924841985,507417278,en,2012-12-16 14:28:31+00:00
33,33, time india kill kaziranga horn remove kill today horn remove httptcorxylzyzl,280318491133894656,227218808,en,2012-12-16 14:28:31+00:00
34,34,thehockeyindia young new zealand forwarder nick wilson huge international experience cap sell ranchi ,280318161172180994,70592476,en,2012-12-16 14:27:12+00:00
35,35,kibuheitmann doryblue record south african poach horn far httptcohcgmplkt natgeonew,280316751034601472,512995257,en,2012-12-16 14:21:36+00:00
36,36,ahmedjazbhay zuma seem concerned tackle poach povey newsflash poor dont give rat as abt,280315716035559424,298960104,en,2012-12-16 14:17:29+00:00
37,37,jasonhaman day enricos plett raise fund rocknride gotosouthafrica conservationgua ,280314817770835968,976395512,en,2012-12-16 14:13:55+00:00
38,38,bigpicture great idea perhaps segment poach paicularly poach raise awareness,280314221055578112,347531733,en,2012-12-16 14:11:32+00:00
39,39,smithinafrica zuma let save population ruthless poacher criminal,280313596146221057,601622635,en,2012-12-16 14:09:03+00:00
40,40, president say poach spiral murder rate mangaung,280312150386429952,32392926,en,2012-12-16 14:03:19+00:00
