,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at
0,0, disgust thing take horn display absolutely disgust horrible person commit crime beautiful animal,1128040829715668993,1000461350458609664,en,2019-05-13 20:54:26+00:00
1,1,mccorkletrent make mad cant anything horn make keratin wish found hair fing,1128040455403384832,2586547404,en,2019-05-13 20:52:57+00:00
2,2,sinafrica ban south african domestic trade horn stop south africa want trade internationally end,1128040361753026561,2477223752,en,2019-05-13 20:52:34+00:00
3,3,jeffwarner beat local poacher as disgust disappointed human,1128040210389000193,701533786,en,2019-05-13 20:51:58+00:00
4,4,lordashcroft something do help specie wwf,1128040195520172033,3169535230,en,2019-05-13 20:51:55+00:00
5,5,china allows horn tiger bone use medicine,1128039746163204096,1443168548,en,2019-05-13 20:50:08+00:00
6,6,bbclive watch baby try feed dead mother numbs youkp talk emotional impact fightin,1128039649975336960,1917074592,en,2019-05-13 20:49:45+00:00
7,7, video go round horn cut poacher upset video ive ever see,1128039534665641984,36389935,en,2019-05-13 20:49:17+00:00
8,8,helping femaledominated force fight poacher south africa blackmambasapu work tirelessly keep cou,1128039345217200129,736075947053481984,en,2019-05-13 20:48:32+00:00
9,9, late poachingwars africasxtinction thanks suespurgin asiaforanimals lorrainedavinci elephant,1128039010079838208,1183947482,en,2019-05-13 20:47:12+00:00
10,10,crissjonez sicken footage show die horn cut metrouk,1128038614854770688,585123781,en,2019-05-13 20:45:38+00:00
11,11,makeovermonday week poach south africa mmvizreview trimydata highvizability,1128037127751553024,466520467,en,2019-05-13 20:39:43+00:00
12,12,saveourk thank kevin pietersen highlight severity poach new podcast series beastof,1128036961820848128,2314937901,en,2019-05-13 20:39:04+00:00
13,13, video dead poacher get literally make vomit little get warn first please jesus christ,1128036841599438849,3040069344,en,2019-05-13 20:38:35+00:00
14,14, interior secretary global march elephant demand ban impos trophy endanger specie africa sign petition ukchange,1128036617707507714,2905859477,en,2019-05-13 20:37:42+00:00
15,15,savethe happy bihday delilah today delilah second sumatran calf born sumatran ,1128036475944173568,876958425468547073,en,2019-05-13 20:37:08+00:00
16,16,htownfromoregon teckide ianrobegilmo usatoday think man control nature extincting dodo noh african white countless specie human change direction river level mountain exactly try say clearly dont eye open,1128036014927302659,1035164298035777536,en,2019-05-13 20:35:18+00:00
17,17,xeriland poacher chainsaw horn veterinarian try save life cry,1128035855778623489,1106197642726572032,en,2019-05-13 20:34:40+00:00
