,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at
0,0,black tanema elsa yearold black nuzzle newborn calf enclosure httptcovsghc,265234112338599936,22971696,en,2012-11-04 23:28:34+00:00
1,1,spot cofounder peter milton talk antipoaching operation youtube httptcoxxtmotre laurensdegroot,265223022925991936,316910129,en,2012-11-04 22:44:30+00:00
2,2,cap akitten abha tradergg look end video say ,265219427631525888,222559771,en,2012-11-04 22:30:13+00:00
3,3, hornmzvybz ohridin whatsugarplum songsthatilike burna boilike pay straf tinz esp ridin,265216377596559360,333444626,en,2012-11-04 22:18:06+00:00
4,4,clumpydust killthetrade mutilate dehorn found alive httptcousqisa trapit bloodivory hornisnotmedicine poach,265215883297837056,316137979,en,2012-11-04 22:16:08+00:00
5,5,cap abha tradergg yeah know druggie foodie show disdain ,265215063072309248,15264378,en,2012-11-04 22:12:53+00:00
6,6,laurensdegroot please let minute time talk poach httptcoycdoozy,265214856985186305,83505160,en,2012-11-04 22:12:04+00:00
7,7,killthetrade dehorn found alive httptcowfepmcl trapit bloodivory hornisnotmedicine poach,265214669457862656,209529001,en,2012-11-04 22:11:19+00:00
8,8,abha cap tradergg thats bag cheetos also illegal immigrant explains taco,265213801555693568,15264378,en,2012-11-04 22:07:52+00:00
9,9,cap akitten tradergg hear there city cant get decent bag pot explain best taco,265213538136649728,403121440,en,2012-11-04 22:06:49+00:00
10,10,abha cap tradergg sure place tasty home delish taco,265212874509656064,15264378,en,2012-11-04 22:04:11+00:00
11,11,cap tradergg well pjdempseys austin make list ask whats selection process,265212311713746944,403121440,en,2012-11-04 22:01:57+00:00
12,12,cap akitten abha tradergg listen guy eat cheerio drink teavana tea far foodie get,265212112077463553,403121440,en,2012-11-04 22:01:09+00:00
13,13,factboook elephant mate kill afterwards bigkeith africa ,265211981097730048,188678543,en,2012-11-04 22:00:38+00:00
14,14,cap abha tradergg agree aicle sham,265210926662299650,15264378,en,2012-11-04 21:56:26+00:00
15,15,south africa save dont legalise horn trade sign avaaz petition httptcofcpgfuf,265210320518254592,779481925,en,2012-11-04 21:54:02+00:00
16,16,uberfacts elephant kill people year know also rape kill grown ,265210296178712576,608051165,en,2012-11-04 21:53:56+00:00
17,17,madforunionj george god view josh think fringe look bloody horn joshy,265207324975702016,855229062,en,2012-11-04 21:42:08+00:00
18,18,george god view josh think fringe look bloody horn joshy,265206899442585600,879936170,en,2012-11-04 21:40:26+00:00
