,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at,orig_tweet
0,0,endanger elephant ivory horn trafficker sentence year prison ifawglobal,1564401442328379394,2347314541,en,2022-08-29 23:55:43+00:00,rt @endangered: elephant ivory and rhino horn trafficker sentenced to over 5 years in prison https://t.co/dn1fw5aaey via @ifawglobal
1,1,elephant ivory horn trafficker sentence year prison ifawglobal,1564401334085992450,30038587,en,2022-08-29 23:55:17+00:00,elephant ivory and rhino horn trafficker sentenced to over 5 years in prison https://t.co/dn1fw5aaey via @ifawglobal
2,2,poach decline animal still threaten string,1564396233447428097,233213435,en,2022-08-29 23:35:01+00:00,"#rhino poaching declines, but animals still threatened https://t.co/sgefipfssu via @string"
3,3,wrestler receive level sauce wild,1564393679611215872,711013675,en,2022-08-29 23:24:52+00:00,rhino wrestler receiving this level of sauce is wild https://t.co/stz3kboagf
4,4, matter distance star concern wildlifephotography naturephotograhpy,1564392185675583489,137148682,en,2022-08-29 23:18:56+00:00,"no matter the distance, having a rhino staring at you should be concerning.
#rhino #wildlifephotography #naturephotograhpy https://t.co/2cwtknugsb"
5,5,mikehudema little good news sumatran cero critically endanger perhaps total adult dwell ,1564389942893101056,261447673,en,2022-08-29 23:10:02+00:00,"rt @mikehudema: a little good news. the sumatran rhinoceros are critically endangered, with perhaps a total of 80 adults dwelling in the fo…"
6,6,suespurgin southafrica police thwa poach syndicate move brit area arrest suspect poache,1564389244939943937,1524795067256426497,en,2022-08-29 23:07:15+00:00,rt @suespurgin: #southafrica #nw police thwart #rhino #poaching syndicate that moved to #brits area by arresting 6 suspected #rhino #poache…
7,7,wildaid overall decline poach encourage yet remains acute threat survival iconic ,1564385787784970240,1496223491783286789,en,2022-08-29 22:53:31+00:00,"rt @wildaid: ""the overall decline in poaching of rhinos is encouraging, yet this remains an acute threat to the survival of these iconic an…"
8,8, safari south africa journalistic assignment sta wonder really outstare answer chance safari southafrica travelwriter adventure cero,1564379470932606976,738352075,en,2022-08-29 22:28:25+00:00,"on safari in south africa on a journalistic assignment, and you start wondering, can you really outstare a rhino? answer: not a chance. #safari #southafrica #travelwriter #adventure #rhinoceros https://t.co/rh5rotknou"
9,9,scotiabank poach trafficked animal globally horn help combat illegal,1564370579490226176,1357096326,en,2022-08-29 21:53:05+00:00,"rt @scotiabank: rhinos are among the most poached and trafficked animals, globally, for their horns. to help combat this and other #illegal…"
10,10,rhisotope amaze post danai spread awareness poach repost wildaidmeet danai gurira actress wilda,1564369188780646401,1321972942947946496,en,2022-08-29 21:47:33+00:00,"rt @rhisotope: amazing post by danai, spreading awareness on rhino poaching! ❤️

repost from @wildaid

meet danai gurira, actress and wilda…"
11,11,rhisotope magzml wildaid thank raise awareness barbaric broke hea visit african sanctuary orphan stay mother cry brutal murder,1564369177581871108,1321972942947946496,en,2022-08-29 21:47:31+00:00,@rhisotope @magzml @wildaid thank you for raising awareness.  it’s barbaric. and it broke my heart to visit an african sanctuary with orphaned rhinos. they stay near the mother crying after the brutal murder.
12,12,zoomiami know male call bull female call cow young calf female tend ,1564366426789613570,1061187211,en,2022-08-29 21:36:35+00:00,"rt @zoomiami: did you know that male rhinos are called 'bulls', females are called 'cows’, and their young are ‘calves’? females tend to be…"
13,13,suespurgin poacher pose visitor kill botswana sanctuary brazen attack raise fear claimed ,1564362583653720070,1657922330,en,2022-08-29 21:21:19+00:00,rt @suespurgin: #poachers pose as visitors to kill #rhinos in a #botswana sanctuary‼️ brazen attack raises fears for what is claimed to be…
14,14,manmovie aicle overall decline poach encourage yet remains acut,1564359507916034050,1524795067256426497,en,2022-08-29 21:09:05+00:00,"rt @rhinomanmovie: 📰article by https://t.co/guybdfngkh

""the overall decline in poaching of rhinos is encouraging, yet this remains an acut…"
15,15, sweet moment exhibit cleveland metroparks zoo caught camera weekend,1564357961895534592,18908628,en,2022-08-29 21:02:57+00:00,a sweet moment in the rhino exhibit at the cleveland metroparks zoo was caught on camera this weekend. https://t.co/ge0kyb8kct
16,16,vetpaw black protect others future generation experience wildfollow link ,1564352552191361024,4764560996,en,2022-08-29 20:41:27+00:00,"rt @vetpaw: the black rhino🦏

we protect them so others, and future generations can experience them in the wild.

follow the link in our bi…"
17,17,abc san diego zoo welcome small mighty addition safari park baby male white,1564347323764842502,2500385190,en,2022-08-29 20:20:40+00:00,rt @abc: the san diego zoo has welcomed a small but mighty addition to its safari park: a baby male white rhino.🦏 https://t.co/xffcfoyetn
18,18,war poach neverending bloody battle poacher kingpin ranger ultimately caught dark web trophy hunt greed ancient belief allege medicinal propeies horn,1564347202302087171,44310665,en,2022-08-29 20:20:11+00:00,"war on rhino poaching – a never-ending bloody battle | poachers, kingpins, rangers and, ultimately, rhinos are caught in a dark web of trophy hunting greed and ancient beliefs about the alleged medicinal properties of rhino horn https://t.co/3ydoo1iu8i. https://t.co/pgn4uscsmw"
19,19,mozambique zinave national park receives twitter,1564346940606889985,2687328422,en,2022-08-29 20:19:09+00:00,mozambique: zinave national park receives eight more rhinos https://t.co/m6bbqtxpxt via @twitter
20,20,stopillatosut incredible footage calf bih youtube,1564345896006975488,51398426,en,2022-08-29 20:15:00+00:00,rt @stopillatosut: most incredible footage of rhino calf birth https://t.co/tkztukfu9j via @youtube
21,21, incredible footage calf bih youtube,1564345785919184897,51398426,en,2022-08-29 20:14:34+00:00,most incredible footage of rhino calf birth https://t.co/tkztukfu9j via @youtube
22,22,brianengha sadly rare brink extinction wildlife conservation group cincinnatizoo wor,1564345577906782209,1110349665248133120,en,2022-08-29 20:13:44+00:00,rt @brianengh_art: sadly these rare #rhinos are on the brink of extinction. wildlife #conservation groups like @cincinnatizoo have been wor…
23,23,weve see nature thrive give chance nearly decade ago area degrade patch land lush tree shrub grassland host tiger dozen specie khata corridor,1564345107364646913,637136238,en,2022-08-29 20:11:52+00:00,"we've seen it for ourselves: nature will thrive if given the chance. ""nearly two decades ago, this area was a degraded patch of land. now, lush with trees, shrubs, and grasslands, it hosts tigers, rhinos and dozens of other species as the khata corridor."" https://t.co/askththqok"
24,24,planet repo cite corruption lack collaboration reason increase poach endanger botswana,1564344374800293888,454092288,en,2022-08-29 20:08:57+00:00,"rt @planet_rhino: ""the report cites corruption and lack of collaboration as reasons for increased poaching of endangered rhinos"" #botswana…"
25,25,hodilu memoir nico van strien april february remarkable zoologist conservationist work sumatr,1564344265190395906,1085811651998306304,en,2022-08-29 20:08:31+00:00,rt @hodilu: memoirs of nico van strien (1 april 1946 – 7 february 2008) a remarkable zoologist and conservationist whose work on the sumatr…
26,26,brianengha gtfewlt people get number horn right say already familiar speci,1564343890840326144,1110349665248133120,en,2022-08-29 20:07:02+00:00,"rt @brianengh_art: so, a &gt;few&lt; people got the _number_ of #rhino horns right, but some said that they were already familiar with each speci…"
27,27,care anton mzimba dedicate life protect south africa urge authority take find anton mzi,1564343866940989441,1262827117,en,2022-08-29 20:06:56+00:00,rt @care2: anton mzimba dedicated his life to protecting rhinos in south africa. urge authorities to do whatever it takes to find anton mzi…
28,28, repo cite corruption lack collaboration reason increase poach endanger botswana poach,1564340862028374018,905818825328926720,en,2022-08-29 19:55:00+00:00,"""the report cites corruption and lack of collaboration as reasons for increased poaching of endangered rhinos"" #botswana #rhinopoaching 
https://t.co/b2x2reziif"
29,29,apoddities know cute san diego zoo safari park announce arrival male white born firsttim,1564340584986419207,115941650,en,2022-08-29 19:53:54+00:00,rt @ap_oddities: all rhino know is it's cute: the san diego zoo safari park announced the arrival of a male white rhino born to a first-tim…
30,30,amaze post danai spread awareness poach repost wildaidmeet danai gurira actress wildaid ambassador elephant help show love comment ambassador wildlife conservation elephant wildaid keepthemwild,1564339827188834304,1381013077424893953,en,2022-08-29 19:50:53+00:00,"amazing post by danai, spreading awareness on rhino poaching! ❤️

repost from @wildaid

meet danai gurira, actress and wildaid ambassador for elephants 🐘

help us show her some love in the comments ❤️

#ambassador #wildlife #conservation #elephant  #wildaid #keepthemwild #rhino https://t.co/zdof4xemau"
31,31,trophyxpose suspect poacher arrest brit excellent work habeespoo brit police ,1564338087718789120,238711743,en,2022-08-29 19:43:58+00:00,"rt @trophyxpose: sa: six suspected rhino poachers were arrested near brits after excellent work by the hartbeespoort and brits police, than…"
32,32,julianrademeyer disrupt international organise crime group essential stop poach require collaborati,1564337422917423106,430096982,en,2022-08-29 19:41:20+00:00,"rt @julianrademeyer: disrupting international organised crime groups is essential to stop rhino poaching, but it will require a collaborati…"
33,33, horn make protein call keratin substance fingernail hair make keepthefivealive fact ,1564336925216874496,1550316429521457152,en,2022-08-29 19:39:21+00:00,"-a rhino horn is made from a protein called keratin, the same substance that fingernails and hair are made up of. #keepthefivealive #rhinofacts 2/3"
34,34,katielhwrites btw apparently teeth give baby horn sta grow,1564335969402232833,19529024,en,2022-08-29 19:35:33+00:00,"@katielhwrites btw, apparently the teeth are given to baby rhinos for their horns to start growing."
35,35, happy announce nonfiction middle grade book black conservationist anna merz publish bedazzledink publishing bedazzle publishes story ordinary woman extraordinary thingsthats perfect fit,1564335887504269313,247440708,en,2022-08-29 19:35:14+00:00,"so happy to announce that my non-fiction, middle grade book about black rhino conservationist anna merz is being published in 2023 by @bedazzledink  publishing! bedazzled publishes stories about ordinary women doing extraordinary things...that's a perfect fit!!"
36,36, south africa best defender murder justice anton mzimba care,1564335292605239297,718564180094283776,en,2022-08-29 19:32:52+00:00,one of south africa's best rhino defenders was murdered. justice for anton mzimba! #care2 https://t.co/cj4ru5xkka
37,37, degree keep head find water enjoy thetorontozoo motivationmonday outdoors toronto weather,1564333464152850432,20860435,en,2022-08-29 19:25:36+00:00,when it's 102 degrees and your a rhino 🦏. keep your head down and find some water. enjoying the @thetorontozoo #motivationmonday #outdoors #toronto #weather https://t.co/nc450miwfb
