,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at,orig_tweet
0,0,black thatteddygirl someone get job specifically purpose mother happen mean risk even risk woh ,1616479939699556353,1370623032339890178,en,2023-01-20 16:57:05+00:00,"@black_rhino @that1teddygirl what if someone got that job specifically for that purpose? you must not be a mother 😂 if it’s happened before, that means there is a risk. even if it’s 1%, the risk is not worth it."
1,1,male found dead western belt chitwan national park cnp official assume die natural cause due old age,1616479088310644736,1522190493844709377,en,2023-01-20 16:53:42+00:00,male rhino was found dead in the western belt of the chitwan national park (cnp) officials have assumed that the rhino died of natural cause due to an old age.
2,2,swipe successful conservation need socially say rosaleen duffy,1616478040510308352,1006560336,en,2023-01-20 16:49:32+00:00,rt @swipe_rhino: successful conservation needs to be socially just says rosaleen duffy https://t.co/fnnwxofugm
3,3,realairpower fun feature boeing faef block iii super hornet navy call avgeeks aviation ,1616477498635583496,1503340153431068673,en,2023-01-20 16:47:23+00:00,"rt @realairpower1: fun features of the #boeing f/a-18e/f block iii super hornet, or as the navy calls it, the ""rhino."" #avgeeks #aviation #…"
4,4,planet dorset council bought acre land blandford create wildlife corridor great horseshoe bat spec,1616477462707200000,2189053751,en,2023-01-20 16:47:14+00:00,"rt @planet_rhino: ""dorset council bought 13 acres of land near blandford to create a wildlife corridor for greater horseshoe bats. the spec…"
5,5,suespurgin namibia elephant poach make high poach figure record almost,1616476283684126733,937412110090424321,en,2023-01-20 16:42:33+00:00,"rt @suespurgin: #namibia 77 #rhinos , 4 #elephants poached in 2022 making it one of the highest #rhino #poaching figures recorded in almost…"
6,6,wildlife crime doesnt impact wildlife undermines security promotes corruption illegal crossborder activity still remains undercoveredexperienced journalist offer useful tip jumpsta repoing topic,1616475654559498257,4845723581,en,2023-01-20 16:40:03+00:00,"wildlife crime doesn’t just impact wildlife, it undermines security, promotes corruption and other illegal cross-border activities. still, it remains undercovered.

experienced journalists offered useful tips on how to jump-start reporting on the topic. https://t.co/pjqrotfn2q https://t.co/ce5wsxsnck"
7,7,hoarob pinkdaisylemon cbthunting peteregan sirrogergale edgoncalvescbth appgtrophyhunt left local address corruption indiscriminate slaughter wildlife mainly elies pangolin lion go unabated great initiative address left die agony horn cut horrendous,1616474886326685696,507558934,en,2023-01-20 16:37:00+00:00,"@hortarob @pinkdaisylemon1 @cbthunting @peteregan6 @sirrogergale @edgoncalvescbth @appgtrophyhunt no, because it is once again left to locals to address. the corruption, indiscriminate slaughter of wildlife (mainly elies, rhino, pangolins, lions) goes unabated. now that would be a great initiative to address eg rhinos left to die in agony with their horns cut off. horrendous."
8,8,sputnikints account withheld pougal finland sweden ireland slovenia czech republic poland slovakia hungary italy malta germany greece romania netherlands bulgaria austria luxembourg latvia united kingdom denmark lithuania croatia estonia cyprus france spain belgium response legal demand learn ,1616473683605999616,34262462,en,2023-01-20 16:32:13+00:00,"@sputnikint's account has been withheld in portugal, finland, sweden, ireland, slovenia, czech republic, poland, slovakia, hungary, italy, malta, germany, greece, romania, netherlands, bulgaria, austria, luxembourg, latvia, united kingdom, denmark, lithuania, croatia, estonia, cyprus, france, spain, belgium in response to a legal demand. learn more."
9,9,jology week give away meka mekas stake rino buy entry night marketp,1616473295024521216,1492552095958016013,en,2023-01-20 16:30:40+00:00,rt @jology13: this week i’m giving away a meka rhino @mekarhinos! you can stake your rhino for $rino and buy entries in their night marketp…
10,10,african population decline staterun park grow private land,1616473235192676357,1584919431754440705,en,2023-01-20 16:30:26+00:00,"african rhino population is declining in state-run parks, growing on private lands https://t.co/ivaiewr3xh"
11,11,drwillfowlds men caught krugernationalpark july last year possession horn men ,1616472862973378562,1199875351,en,2023-01-20 16:28:57+00:00,rt @drwillfowlds: 'the men were caught in the #krugernationalpark in july last year in possession of six rhino horns. two of the men were s…
12,12,cincinnatizoo front horn grow foot long,1616472856715558914,22230837,en,2023-01-20 16:28:56+00:00,rt @cincinnatizoo: a rhino's front horn may grow more than four feet long! https://t.co/c1lqfzfzgj
13,13,nhmwpy didyouknow early animal depict ajoin wildlife photographer amivee daisyginsberg,1616472835811057666,22230837,en,2023-01-20 16:28:51+00:00,"rt @nhm_wpy: #didyouknow rhinos were among the earliest animals to be depicted in art?

join wildlife photographer @amivee, @daisyginsberg…"
14,14,suespurgin jssteenhuisen dakznsouthafrica kzn poach war zone wildlife massacre poach syndicate,1616472783034122244,22230837,en,2023-01-20 16:28:38+00:00,"rt @suespurgin: @jssteenhuisen @da_kzn
#southafrica #kzn is a #poaching war zone for #wildlife  244 #rhinos massacred by poaching syndicate…"
15,15,wildeyenews south africa npa consider poach sentence review key link multiple horn synd,1616472762264035332,22230837,en,2023-01-20 16:28:33+00:00,rt @wildeye_news: [south africa] the npa is considering another rhino-poaching sentence review after a key link to multiple rhino horn synd…
16,16,helping conservation brilliant news assam region india conservation authority announce record,1616472748632465419,22230837,en,2023-01-20 16:28:30+00:00,rt @helpingrhinos: rhino conservation: brilliant news from the assam region of india where conservation authorities announced they recorded…
