,Unnamed: 0,tweet,tweet_id,author_id,lang,created_at,orig_tweet
0,0,elemarch south african govt proposal add elephant list animal slaughter consumption endw,1277049949906243585,2918023842,en,2020-06-28 01:23:29+00:00,"rt @elerhinomarch: south african govt proposal to add rhino, elephants to list of animals that can be slaughtered for consumption ??? #endw…"
1,1,ltgengurmit strategic thinker boy sirprobably china child policy impact man kill,1277049868364718080,109352502,en,2020-06-28 01:23:09+00:00,"rt @ltgengurmit: from a strategic thinker... a rhino boy :
sir,
probably, #china's one child policy and its impact !

for every man killed…"
2,2,awfofficial waterdependent mammal elephant contend change habitat come result,1277049235121283073,1638111426,en,2020-06-28 01:20:38+00:00,rt @awf_official: water-dependent mammals like the elephant and rhino have to contend with changes to their habitats that come as a result…
3,3, late rare studio wildlife news thanks wildtigernews pepetapia debbiemcqueen technology intrernetofthings,1277049196730818572,973866358705475584,en,2020-06-28 01:20:29+00:00,the latest rare rhino studios ®. wildlife in the news! https://t.co/4exreilv3n thanks to @wildtigernews @pepetapia44 @debbiemcqueen11 #technology #intrernetofthings
4,4,jjackx nohern white world time run save sbsnewsracingex,1277047249529303042,750154765170974720,en,2020-06-28 01:12:45+00:00,"rt @jjackx14: with only two northern white rhinos in the world time is running out to save them https://t.co/lnikvhfmsq @sbsnews

#racingex…"
5,5,xposetrophyhunt yes post southafrica cant ahead barbaracreecy tourist ,1277044285548965888,2721872998,en,2020-06-28 01:00:58+00:00,rt @xposetrophyhunt: yes i’m posting about this again. #southafrica you can’t go ahead with this. @barbaracreecy_ not only will tourists ne…
6,6, male hippo female specie ever convince otherwise,1277043000078733312,205748501,en,2020-06-28 00:55:52+00:00,rhinos are the males and hippos the females of the same species and no one will ever convince me otherwise
7,7,dedicatedwhiteceros learn document last male nohern white death,1277042925344403456,1343382872,en,2020-06-28 00:55:34+00:00,"#dedicated
#whiterhinoceros 
what i learned documenting the last male northern white rhino’s death
https://t.co/52e54rkg9t"
8,8,rebeccasbones bovid horn cow horn completely make keratin arent skull ,1277041467609890816,19012471,en,2020-06-28 00:49:46+00:00,"rt @rebeccasbones: unlike bovid #horns (ex. cow), #rhino horns are completely made of keratin and aren't part of the #skull. but you can st…"
9,9, hornier triceratops fox,1277041272214208513,842176707796848643,en,2020-06-28 00:49:00+00:00,"which is hornier, rhinos, triceratops, or foxes"
